Id,SoilPh,RelativeHumidity,SoilTemperature,Crop
975,5.6,80,20,Peanut
976,7,80,21,Peanut
977,7.3,80,24,Peanut
978,6.1,80,23,Peanut
979,6.3,80,27,Peanut
980,6.4,80,27,Peanut
981,6.2,80,23,Peanut
982,5.1,80,27,Peanut
983,5,80,21,Peanut
984,7.4,80,23,Peanut
985,5.5,80,22,Peanut
986,7.2,80,20,Peanut
987,7.1,80,28,Peanut
988,6.9,80,18,Peanut
989,6.9,80,17,Peanut
990,7.4,80,29,Peanut
991,6.3,80,29,Peanut
992,7.2,80,26,Peanut
993,5.9,80,24,Peanut
994,6.4,80,23,Peanut
995,5.8,80,28,Peanut
996,6.5,80,18,Peanut
997,6,80,26,Peanut
998,5.6,80,26,Peanut
999,6.6,80,27,Peanut
1000,6.8,80,28,Peanut
1001,5.7,56,19,Pepper
1002,6.5,58,27,Pepper
1003,6.8,64,26,Pepper
1004,6,70,20,Pepper
1005,6.2,62,23,Pepper
1006,6.6,54,20,Pepper
1007,6.3,62,19,Pepper
1008,6.4,62,20,Pepper
1009,6.8,55,19,Pepper
1010,6.1,64,23,Pepper
1011,5.6,52,20,Pepper
1012,6.6,54,24,Pepper
1013,5.9,58,24,Pepper
1014,5.6,55,22,Pepper
1015,6.2,62,27,Pepper
1016,6.5,67,26,Pepper
1017,6.7,68,18,Pepper
1018,5.7,65,25,Pepper
1019,6.2,64,27,Pepper
1020,6.7,54,27,Pepper
1021,6.7,64,25,Pepper
1022,6,53,19,Pepper
1023,6.2,64,21,Pepper
1024,5.9,65,21,Pepper
1025,5.6,62,25,Pepper
1026,5.5,53,27,Pepper
1027,6.9,52,24,Pepper
1028,5.9,63,20,Pepper
1029,5.7,67,27,Pepper
1030,6.1,55,25,Pepper
1031,5.8,62,23,Pepper
1032,6.8,57,19,Pepper
1033,6.7,57,21,Pepper
1034,6.4,52,24,Pepper
1035,6,67,26,Pepper
1036,6.3,51,25,Pepper
1037,6,68,24,Pepper
1038,6.4,55,20,Pepper
1039,6.6,57,21,Pepper
1040,5.5,53,18,Pepper
1041,5.8,64,20,Pepper
1042,6.5,67,20,Pepper
1043,6.8,60,18,Pepper
1044,6.6,69,20,Pepper
1045,7,56,20,Pepper
1046,5.9,61,23,Pepper
1047,5.6,53,26,Pepper
1048,6.7,57,27,Pepper
1049,6.4,56,19,Pepper
1050,6,54,26,Pepper
1051,6.3,52,24,Pepper
1052,7,57,18,Pepper
1053,6.5,65,26,Pepper
1054,6.6,68,26,Pepper
1055,6.3,67,26,Pepper
1056,6.8,55,22,Pepper
1057,6.3,56,21,Pepper
1058,6.1,68,22,Pepper
1059,6.3,54,20,Pepper
1060,6.4,52,24,Pepper
1061,5.5,61,22,Pepper
1062,6.5,58,26,Pepper
1063,5.9,52,20,Pepper
1064,6,54,19,Pepper
1065,6.2,53,24,Pepper
1066,6.9,66,20,Pepper
1067,5.5,70,24,Pepper
1068,5.6,67,23,Pepper
1069,6.4,66,23,Pepper
1070,6.1,67,23,Pepper
1071,5.8,64,23,Pepper
1072,6.3,68,23,Pepper
1073,6.5,51,23,Pepper
1074,6,69,23,Pepper
1075,6.2,64,24,Pepper
1076,6.9,69,25,Pepper
1077,6.9,56,18,Pepper
1078,5.6,52,20,Pepper
1079,7,58,22,Pepper
1080,5.5,66,25,Pepper
1081,6.7,57,23,Pepper
1082,6,68,18,Pepper
1083,6.1,53,25,Pepper
1084,6.2,70,21,Pepper
1085,6.5,55,21,Pepper
1086,6.2,53,21,Pepper
1087,5.8,56,21,Pepper
1088,6.5,69,20,Pepper
1089,6.6,53,27,Pepper
1090,6.9,69,21,Pepper
1091,5.9,63,21,Pepper
1092,6.6,63,27,Pepper
1093,5.6,65,24,Pepper
1094,6.8,60,21,Pepper
1095,6.5,61,25,Pepper
1096,6.6,67,25,Pepper
1097,6.1,57,21,Pepper
1098,7,61,21,Pepper
1099,5.9,55,22,Pepper
1100,5.8,56,19,Pepper
1101,7,57,19,Pepper
1102,5.6,61,23,Pepper
1103,6.3,69,23,Pepper
1104,5.5,56,20,Pepper
1105,6.9,70,25,Pepper
1106,6.9,60,26,Pepper
1107,6.7,61,25,Pepper
1108,5.6,70,19,Pepper
1109,6.7,55,23,Pepper
1110,6.7,55,21,Pepper
1111,6.6,52,21,Pepper
1112,6.9,62,20,Pepper
1113,6.6,53,20,Pepper
1114,6.3,64,24,Pepper
1115,6,58,23,Pepper
1116,6.2,51,19,Pepper
1117,6.9,70,21,Pepper
1118,6.5,64,19,Pepper
1119,6.4,52,19,Pepper
1120,6,54,21,Pepper
1121,6.6,55,23,Pepper
1122,6.8,63,21,Pepper
1123,6.8,57,20,Pepper
1124,6.1,65,22,Pepper
1125,6,55,26,Pepper
1126,6.2,55,26,Pepper
1127,6.6,67,21,Pepper
1128,6.8,58,23,Pepper
1129,5.9,69,27,Pepper
1130,5.9,64,23,Pepper
1131,5.7,68,24,Pepper
1132,5.6,54,23,Pepper
1133,6,68,27,Pepper
1134,6.3,61,20,Pepper
1135,7,53,21,Pepper
1136,6.8,54,23,Pepper
1137,6.8,63,21,Pepper
1138,5.6,57,27,Pepper
1139,7,56,27,Pepper
1140,6.6,62,23,Pepper
1141,6,54,19,Pepper
1142,5.7,52,20,Pepper
1143,6.8,53,20,Pepper
1144,5.9,56,22,Pepper
1145,6.8,57,24,Pepper
1146,6.1,67,24,Pepper
1147,6.6,51,26,Pepper
1148,6.6,63,26,Pepper
1149,6,64,25,Pepper
1150,5.7,51,26,Pepper
1151,6.3,55,22,Pepper
1152,6.9,66,25,Pepper
1153,5.9,60,23,Pepper
1154,6.8,59,24,Pepper
1155,6.7,51,23,Pepper
1156,6.5,58,19,Pepper
1157,6.3,58,24,Pepper
1158,6.9,68,19,Pepper
1159,6.2,63,23,Pepper
1160,6.3,52,20,Pepper
1161,5.7,61,25,Pepper
1162,5.6,63,21,Pepper
1163,7,67,21,Pepper
1164,5.6,58,20,Pepper
1165,6.7,59,18,Pepper
1166,6.9,51,20,Pepper
1167,6.9,54,21,Pepper
1168,5.9,62,22,Pepper
1169,5.7,63,23,Pepper
1170,6.7,56,23,Pepper
1171,5.5,58,23,Pepper
1172,6.7,60,21,Pepper
1173,5.7,66,24,Pepper
1174,6.3,68,27,Pepper
1175,6.1,55,20,Pepper
1176,7,65,26,Pepper
1177,5.8,64,19,Pepper
1178,5.5,65,19,Pepper
1179,6.3,68,26,Pepper
1180,6.7,51,24,Pepper
1181,6.8,62,23,Pepper
1182,6.5,65,25,Pepper
1183,6.2,65,26,Pepper
1184,6.6,63,27,Pepper
1185,6.4,66,18,Pepper
1186,5.9,61,19,Pepper
1187,6.5,69,18,Pepper
1188,6.7,55,23,Pepper
1189,5.7,52,18,Pepper
1190,6.6,62,20,Pepper
1191,6.6,67,27,Pepper
1192,6.8,61,23,Pepper
1193,5.6,67,24,Pepper
1194,6.1,53,19,Pepper
1195,6.2,55,24,Pepper
1196,5.6,60,23,Pepper
1197,6.3,69,21,Pepper
1198,6.7,63,25,Pepper
1199,5.7,51,23,Pepper
1200,6.7,54,27,Pepper
1201,6.8,67,26,Pepper
1202,5.9,54,20,Pepper
1203,6.9,54,19,Pepper
1204,6.1,53,22,Pepper
1205,6.5,58,20,Pepper
1206,6.8,53,20,Pepper
1207,5.8,66,22,Pepper
1208,6.6,69,21,Pepper
1209,5.8,61,19,Pepper
1210,6,68,26,Pepper
1211,6.7,62,20,Pepper
1212,6.5,66,20,Pepper
1213,6.3,63,20,Pepper
1214,6.8,68,20,Pepper
1215,6,57,24,Pepper
1216,6.9,61,24,Pepper
1217,6.2,60,23,Pepper
1218,6,56,25,Pepper
1219,6.3,65,26,Pepper
1220,6.2,55,26,Pepper
1221,6.6,53,21,Pepper
1222,6.1,58,20,Pepper
1223,6.7,62,27,Pepper
1224,5.7,63,23,Pepper
1225,6.8,63,25,Pepper
1226,6.5,66,18,Pepper
1227,5.9,63,19,Pepper
1228,6.9,69,26,Pepper
1229,5.7,62,24,Pepper
1230,7,53,23,Pepper
1231,6.5,58,24,Pepper
1232,6.6,67,18,Pepper
1233,5.7,54,19,Pepper
1234,6.5,60,20,Pepper
1235,5.9,55,27,Pepper
1236,5.6,58,22,Pepper
1237,6.9,57,25,Pepper
1238,6.7,56,21,Pepper
1239,6.8,55,26,Pepper
1240,5.7,51,22,Pepper
1241,5.7,61,26,Pepper
1242,5.5,68,21,Pepper
1243,6.8,54,25,Pepper
1244,5.8,53,21,Pepper
1245,6.6,60,21,Pepper
1246,5.9,55,21,Pepper
1247,6.3,51,19,Pepper
1248,6.6,63,19,Pepper
1249,5.5,57,20,Pepper
1250,6.1,63,23,Pepper
1251,5.9,57,22,Pepper
1252,5.8,66,21,Pepper
1253,6.4,67,26,Pepper
1254,6.6,63,26,Pepper
1255,6.8,60,22,Pepper
1256,5.9,69,20,Pepper
1257,5.9,57,19,Pepper
1258,6.4,65,24,Pepper
1259,6.6,51,22,Pepper
1260,6.3,53,21,Pepper
1261,6.6,64,18,Pepper
1262,6.2,60,18,Pepper
1263,5.5,64,25,Pepper
1264,6.7,63,25,Pepper
1265,5.9,67,25,Pepper
1266,5.8,70,23,Pepper
1267,5.6,57,25,Pepper
1268,6.8,69,19,Pepper
1269,6.6,70,25,Pepper
1270,5.6,55,22,Pepper
1271,6.2,59,22,Pepper
1272,6.7,59,26,Pepper
1273,6.1,55,26,Pepper
1274,6.3,53,21,Pepper
1275,5.8,66,26,Pepper
1276,6,68,18,Pepper
1277,6.6,55,24,Pepper
1278,7,60,25,Pepper
1279,7,59,19,Pepper
1280,5.6,66,23,Pepper
1281,6.5,67,24,Pepper
1282,5.9,56,25,Pepper
1283,6.9,55,26,Pepper
1284,5.8,59,25,Pepper
1285,6.8,63,24,Pepper
1286,6.7,64,24,Pepper
1287,6.9,61,23,Pepper
1288,6,65,20,Pepper
1289,5.5,60,22,Pepper
1290,6.7,56,21,Pepper
1291,6.5,54,22,Pepper
1292,6.7,64,24,Pepper
1293,6.7,66,25,Pepper
1294,6.4,66,23,Pepper
1295,5.9,62,25,Pepper
1296,5.6,57,27,Pepper
1297,6.4,66,27,Pepper
1298,6,61,21,Pepper
1299,5.8,51,21,Pepper
1300,6.9,58,26,Pepper
1301,6.7,67,22,Pepper
1302,5.5,67,23,Pepper
1303,5.9,68,21,Pepper
1304,6.1,58,23,Pepper
1305,6.2,70,26,Pepper
1306,6.2,60,23,Pepper
1307,5.6,67,22,Pepper
1308,5.9,62,27,Pepper
1309,5.5,60,22,Pepper
1310,5.5,70,20,Pepper
1311,5.7,57,23,Pepper
1312,5.8,51,20,Pepper
1313,5.9,68,24,Pepper
1314,6.1,68,23,Pepper
1315,6.5,68,24,Pepper
1316,6.5,57,21,Pepper
1317,6.1,52,25,Pepper
1318,6.9,58,27,Pepper
1319,6.6,52,22,Pepper
1320,6.9,58,22,Pepper
1321,6.6,59,20,Pepper
1322,6.7,58,18,Pepper
1323,6.3,63,25,Pepper
1324,5.9,65,25,Pepper
1325,6.1,51,26,Pepper
1326,5.9,70,24,Pepper
1327,6.1,58,20,Pepper
1328,6,60,20,Pepper
1329,5.7,63,22,Pepper
1330,6.4,69,19,Pepper
1331,6.6,67,23,Pepper
1332,6.5,60,18,Pepper
1333,6.5,67,24,Pepper
1334,6.6,57,26,Pepper
1335,6.6,70,26,Pepper
1336,6.3,50,25,Pepper
1337,5.8,62,19,Pepper
1338,5.6,55,22,Pepper
1339,5.7,66,27,Pepper
1340,6.2,56,20,Pepper
1341,6.9,55,23,Pepper
1342,7,64,25,Pepper
1343,6.4,60,27,Pepper
1344,6.3,69,26,Pepper
1345,6.9,55,19,Pepper
1346,6.7,63,22,Pepper
1347,6.9,63,25,Pepper
1348,6.1,64,25,Pepper
1349,6.2,54,26,Pepper
1350,6.9,66,21,Pepper
1351,6.4,63,25,Pepper
1352,6.4,55,24,Pepper
1353,6.6,56,20,Pepper
1354,6.7,63,21,Pepper
1355,6,68,26,Pepper
1356,6.1,65,22,Pepper
1357,6.1,65,18,Pepper
1358,6.6,59,20,Pepper
1359,5.9,63,19,Pepper
1360,6.3,68,24,Pepper
1361,6.4,60,19,Pepper
1362,6.4,68,20,Pepper
1363,5.6,61,23,Pepper
1364,5.7,62,22,Pepper
1365,6,70,25,Pepper
1366,5.8,67,19,Pepper
1367,6.9,55,19,Pepper
1368,6.2,69,25,Pepper
1369,5.7,60,23,Pepper
1370,6.6,57,20,Pepper
1371,6.9,57,24,Pepper
1372,5.7,68,19,Pepper
1373,6.6,56,26,Pepper
1374,6,58,21,Pepper
1375,6.8,51,19,Pepper
1376,6.3,68,24,Pepper
1377,6.7,52,18,Pepper
1378,6.6,52,18,Pepper
1379,5.6,55,27,Pepper
1380,6.7,69,20,Pepper
1381,5.7,51,18,Pepper
1382,6.4,53,18,Pepper
1383,5.9,67,20,Pepper
1384,5.8,66,22,Pepper
1385,6,50,20,Pepper
1386,6,64,19,Pepper
1387,6.4,63,18,Pepper
1388,5.8,54,22,Pepper
1389,6.4,54,25,Pepper
1390,5.6,50,23,Pepper
1391,6.1,58,22,Pepper
1392,6.3,56,26,Pepper
1393,7,66,26,Pepper
1394,5.6,58,22,Pepper
1395,6.9,53,20,Pepper
1396,5.6,57,26,Pepper
1397,6.6,50,27,Pepper
1398,6.1,60,25,Pepper
1399,6.2,57,26,Pepper
1400,5.5,67,19,Pepper
1401,5.8,67,21,Pepper
1402,5.9,68,22,Pepper
1403,6.7,56,25,Pepper
1404,5.6,57,23,Pepper
1405,7,62,25,Pepper
1406,5.6,66,27,Pepper
1407,6.3,65,18,Pepper
1408,6.9,52,19,Pepper
1409,6.5,59,19,Pepper
1410,6.2,63,19,Pepper
1411,6.1,58,23,Pepper
1412,6.8,50,25,Pepper
1413,6.8,51,24,Pepper
1414,6.7,55,21,Pepper
1415,6.9,59,26,Pepper
1416,6.9,66,19,Pepper
1417,6.4,58,21,Pepper
1418,6.8,58,23,Pepper
1419,6.8,55,22,Pepper
1420,5.6,70,22,Pepper
1421,5.8,58,22,Pepper
1422,6.5,64,26,Pepper
1423,5.8,68,25,Pepper
1424,6.9,63,19,Pepper
1425,6.6,54,18,Pepper
1426,7,51,21,Pepper
1427,6.1,53,27,Pepper
1428,5.6,54,18,Pepper
1429,5.7,68,19,Pepper
1430,5.9,53,22,Pepper
1431,5.9,54,23,Pepper
1432,6.1,66,19,Pepper
1433,6.1,68,22,Pepper
1434,5.6,57,22,Pepper
1435,6.3,54,21,Pepper
1436,5.5,50,19,Pepper
1437,6.2,64,24,Pepper
1438,6.9,50,23,Pepper
1439,6.5,53,20,Pepper
1440,6.4,51,20,Pepper
1441,6.6,62,18,Pepper
1442,5.9,59,24,Pepper
1443,6.5,68,20,Pepper
1444,5.5,54,18,Pepper
1445,5.8,60,23,Pepper
1446,6.8,67,27,Pepper
1447,5.9,63,25,Pepper
1448,6,54,27,Pepper
1449,6.3,68,18,Pepper
1450,5.6,56,21,Pepper
1451,6.2,60,18,Pepper
1452,5.9,59,26,Pepper
1453,6,57,26,Pepper
1454,6.6,51,22,Pepper
1455,6.9,70,19,Pepper
1456,5.9,61,23,Pepper
1457,6.1,61,25,Pepper
1458,6.5,58,24,Pepper
1459,6.3,64,21,Pepper
1460,5.6,61,20,Pepper
1461,5.9,53,27,Pepper
1462,6.7,67,19,Pepper
1463,6,54,25,Pepper
1464,5.5,63,21,Pepper
1465,5.7,68,20,Pepper
1466,5.6,54,19,Pepper
1467,6.7,51,24,Pepper
1468,7,52,20,Pepper
1469,5.8,50,23,Pepper
1470,6.9,64,19,Pepper
1471,6.9,68,19,Pepper
1472,6.1,67,19,Pepper
1473,6.6,52,26,Pepper
1474,5.7,62,24,Pepper
1475,6.8,55,25,Pepper
1476,6,65,20,Pepper
1477,5.7,63,23,Pepper
1478,6.2,61,19,Pepper
1479,6.1,51,22,Pepper
1480,5.7,66,22,Pepper
1481,6.6,65,23,Pepper
1482,7,69,20,Pepper
1483,5.9,54,20,Pepper
1484,6.3,60,23,Pepper
1485,6.4,52,19,Pepper
1486,7,65,22,Pepper
1487,6.9,55,24,Pepper
1488,6.3,53,26,Pepper
1489,7,50,27,Pepper
1490,6.3,52,22,Pepper
1491,6.2,64,22,Pepper
1492,6,67,24,Pepper
1493,6.4,61,26,Pepper
1494,6.4,53,19,Pepper
1495,6,68,23,Pepper
1496,5.6,64,24,Pepper
1497,6.2,66,19,Pepper
1498,6.6,57,26,Pepper
1499,6.4,69,18,Pepper
1500,5.9,53,22,Pepper
1501,6.5,67,26,Rice
1502,6.3,77,23,Rice
1503,6,68,27,Rice
1504,5.8,68,21,Rice
1505,5.9,80,25,Rice
1506,5.6,71,26,Rice
1507,5.8,65,25,Rice
1508,6.2,78,26,Rice
1509,5.7,69,27,Rice
1510,6.3,66,22,Rice
1511,5.8,71,25,Rice
1512,5.7,77,20,Rice
1513,6.4,67,23,Rice
1514,6,75,27,Rice
1515,6.2,78,23,Rice
1516,6.5,66,26,Rice
1517,6.1,69,26,Rice
1518,5.5,63,27,Rice
1519,6.3,71,25,Rice
1520,6.2,62,25,Rice
1521,6.2,72,21,Rice
1522,6,68,25,Rice
1523,6.3,67,23,Rice
1524,5.7,71,21,Rice
1525,6.2,76,25,Rice
1526,5.5,70,25,Rice
1527,5.7,64,25,Rice
1528,6.2,66,26,Rice
1529,6,76,26,Rice
1530,6.3,75,22,Rice
1531,6.3,63,26,Rice
1532,6.2,71,25,Rice
1533,5.6,76,23,Rice
1534,6.1,65,21,Rice
1535,6.3,76,25,Rice
1536,6,75,22,Rice
1537,6.3,74,21,Rice
1538,5.6,66,20,Rice
1539,5.9,75,20,Rice
1540,5.6,69,24,Rice
1541,5.7,78,26,Rice
1542,5.5,67,26,Rice
1543,6.4,75,25,Rice
1544,6.2,75,25,Rice
1545,6.1,66,24,Rice
1546,5.5,73,24,Rice
1547,6,73,24,Rice
1548,5.9,62,26,Rice
1549,6.5,72,25,Rice
1550,5.6,78,27,Rice
1551,6.1,74,22,Rice
1552,5.8,79,22,Rice
1553,6.3,65,25,Rice
1554,6.4,67,22,Rice
1555,6.2,75,26,Rice
1556,6.1,78,22,Rice
1557,6,72,24,Rice
1558,6.3,66,25,Rice
1559,6.2,77,23,Rice
1560,5.5,62,22,Rice
1561,6.5,65,26,Rice
1562,6.4,63,24,Rice
1563,5.8,61,24,Rice
1564,6.3,73,22,Rice
1565,5.6,68,24,Rice
1566,6.3,63,20,Rice
1567,5.8,68,22,Rice
1568,6.2,74,27,Rice
1569,5.6,65,26,Rice
1570,6.1,65,24,Rice
1571,6,64,24,Rice
1572,6,64,22,Rice
1573,6.2,71,22,Rice
1574,5.9,63,21,Rice
1575,5.6,77,24,Rice
1576,5.7,75,27,Rice
1577,5.6,64,25,Rice
1578,5.8,68,20,Rice
1579,5.6,76,24,Rice
1580,6.4,69,22,Rice
1581,5.8,75,25,Rice
1582,6,69,22,Rice
1583,6.2,63,20,Rice
1584,5.8,66,24,Rice
1585,5.6,73,26,Rice
1586,6,67,27,Rice
1587,5.8,74,20,Rice
1588,6.4,77,20,Rice
1589,5.7,75,24,Rice
1590,6.3,76,26,Rice
1591,6.5,71,26,Rice
1592,5.8,68,23,Rice
1593,6.4,71,21,Rice
1594,6.4,77,22,Rice
1595,6.4,73,25,Rice
1596,6,61,25,Rice
1597,5.8,67,26,Rice
1598,5.8,80,20,Rice
1599,6.1,68,23,Rice
1600,5.9,66,25,Rice
1601,6.1,63,26,Rice
1602,6.1,80,27,Rice
1603,5.5,70,26,Rice
1604,6.3,78,20,Rice
1605,5.9,80,27,Rice
1606,5.8,73,27,Rice
1607,5.6,64,26,Rice
1608,5.9,67,23,Rice
1609,5.8,69,24,Rice
1610,6,65,24,Rice
1611,5.6,61,23,Rice
1612,5.6,74,26,Rice
1613,5.9,66,26,Rice
1614,6.2,78,24,Rice
1615,6.4,63,24,Rice
1616,5.7,75,26,Rice
1617,5.9,71,24,Rice
1618,6.3,62,20,Rice
1619,6.4,75,23,Rice
1620,6.4,74,22,Rice
1621,5.9,72,21,Rice
1622,5.8,68,21,Rice
1623,6.4,60,23,Rice
1624,6,80,21,Rice
1625,6.2,70,26,Rice
1626,5.8,64,23,Rice
1627,6.1,72,26,Rice
1628,5.6,62,22,Rice
1629,6.1,79,23,Rice
1630,6.2,77,21,Rice
1631,6.4,72,22,Rice
1632,6.3,79,25,Rice
1633,5.5,70,26,Rice
1634,5.8,77,25,Rice
1635,5.6,76,27,Rice
1636,5.8,67,24,Rice
1637,6.3,66,23,Rice
1638,6.5,61,27,Rice
1639,5.7,75,23,Rice
1640,5.8,71,27,Rice
1641,5.6,65,20,Rice
1642,5.8,61,25,Rice
1643,6.3,74,21,Rice
1644,5.7,61,24,Rice
1645,6.5,60,24,Rice
1646,5.7,71,22,Rice
1647,5.9,73,23,Rice
1648,5.6,78,27,Rice
1649,5.9,62,20,Rice
1650,5.9,64,20,Rice
1651,5.6,62,23,Rice
1652,6,70,23,Rice
1653,5.8,77,25,Rice
1654,6.4,72,24,Rice
1655,6.4,79,24,Rice
1656,6,77,23,Rice
1657,5.9,76,23,Rice
1658,6.5,65,23,Rice
1659,5.7,70,21,Rice
1660,5.5,66,26,Rice
1661,6.2,78,23,Rice
1662,5.9,60,23,Rice
1663,5.6,75,25,Rice
1664,6.4,64,20,Rice
1665,6.1,74,20,Rice
1666,6.4,77,23,Rice
1667,6.2,73,20,Rice
1668,5.7,78,22,Rice
1669,6.2,78,22,Rice
1670,5.6,74,21,Rice
1671,5.7,70,24,Rice
1672,5.8,75,23,Rice
1673,5.8,76,21,Rice
1674,5.9,77,23,Rice
1675,5.9,75,20,Rice
1676,5.6,63,21,Rice
1677,6.3,64,21,Rice
1678,6.3,67,25,Rice
1679,6.5,73,24,Rice
1680,6.1,67,25,Rice
1681,5.9,75,26,Rice
1682,5.8,67,26,Rice
1683,6.5,61,24,Rice
1684,6.2,61,22,Rice
1685,5.9,70,21,Rice
1686,6.2,66,21,Rice
1687,6.4,75,22,Rice
1688,5.8,64,24,Rice
1689,6.1,71,22,Rice
1690,6.1,72,23,Rice
1691,5.6,79,25,Rice
1692,5.5,66,27,Rice
1693,5.8,60,26,Rice
1694,6.5,68,24,Rice
1695,5.5,71,24,Rice
1696,6.5,79,25,Rice
1697,5.5,74,24,Rice
1698,6.4,63,23,Rice
1699,6.1,70,20,Rice
1700,6,79,23,Rice
1701,6.1,69,27,Rice
1702,6.4,80,23,Rice
1703,6.3,63,20,Rice
1704,6.1,60,25,Rice
1705,6.4,62,22,Rice
1706,6.4,69,25,Rice
1707,6,61,24,Rice
1708,6.1,62,22,Rice
1709,6.3,76,27,Rice
1710,5.5,80,21,Rice
1711,5.9,72,23,Rice
1712,5.8,61,23,Rice
1713,6.1,74,21,Rice
1714,6.1,75,25,Rice
1715,6.3,63,25,Rice
1716,6.2,79,21,Rice
1717,6.1,65,21,Rice
1718,6.5,67,21,Rice
1719,6,71,22,Rice
1720,5.8,62,24,Rice
1721,5.5,65,27,Rice
1722,6.1,78,22,Rice
1723,5.9,79,24,Rice
1724,6.2,66,23,Rice
1725,6.2,66,24,Rice
1726,5.6,76,26,Rice
1727,6,77,23,Rice
1728,5.8,61,25,Rice
1729,6.4,74,27,Rice
1730,5.6,61,22,Rice
1731,5.8,70,22,Rice
1732,6.5,72,23,Rice
1733,5.9,64,26,Rice
1734,6.2,79,27,Rice
1735,6.2,67,24,Rice
1736,6.1,71,24,Rice
1737,5.9,70,24,Rice
1738,6.2,63,27,Rice
1739,6,67,24,Rice
1740,6.4,78,24,Rice
1741,6.2,75,24,Rice
1742,6.2,73,22,Rice
1743,5.6,60,24,Rice
1744,5.7,74,23,Rice
1745,6.5,78,20,Rice
1746,5.9,74,25,Rice
1747,6,61,21,Rice
1748,5.8,69,27,Rice
1749,5.7,66,20,Rice
1750,5.6,67,26,Rice
1751,6,71,25,Rice
1752,5.6,71,25,Rice
1753,6.4,69,25,Rice
1754,5.7,61,25,Rice
1755,6.2,72,27,Rice
1756,6.4,69,22,Rice
1757,6.1,61,21,Rice
1758,6,76,24,Rice
1759,6.3,74,22,Rice
1760,6.1,65,27,Rice
1761,5.6,73,22,Rice
1762,5.5,68,26,Rice
1763,5.8,62,27,Rice
1764,5.7,74,26,Rice
1765,5.5,80,24,Rice
1766,6.3,64,24,Rice
1767,6.5,61,26,Rice
1768,6.1,80,22,Rice
1769,6.4,62,27,Rice
1770,5.9,61,20,Rice
1771,6.3,73,20,Rice
1772,5.6,73,24,Rice
1773,6,64,24,Rice
1774,5.7,65,21,Rice
1775,5.7,61,25,Rice
1776,6.1,73,25,Rice
1777,6.2,74,24,Rice
1778,6,75,22,Rice
1779,5.7,79,21,Rice
1780,6.4,71,22,Rice
1781,5.9,61,24,Rice
1782,6.4,80,23,Rice
1783,6.1,75,24,Rice
1784,6.5,68,22,Rice
1785,5.7,80,20,Rice
1786,6.1,64,25,Rice
1787,5.8,73,27,Rice
1788,5.6,63,25,Rice
1789,5.7,74,22,Rice
1790,5.8,78,23,Rice
1791,6.5,70,26,Rice
1792,5.9,77,24,Rice
1793,5.5,76,24,Rice
1794,5.8,73,24,Rice
1795,6.5,74,25,Rice
1796,5.8,63,26,Rice
1797,6,74,21,Rice
1798,6,73,27,Rice
1799,5.9,76,24,Rice
1800,5.7,78,26,Rice
1801,5.5,63,21,Rice
1802,5.8,72,20,Rice
1803,5.8,72,21,Rice
1804,5.9,74,21,Rice
1805,6.5,72,24,Rice
1806,5.8,69,23,Rice
1807,5.8,61,26,Rice
1808,6.3,73,25,Rice
1809,5.8,79,25,Rice
1810,6.2,68,25,Rice
1811,6.1,61,21,Rice
1812,6.2,73,25,Rice
1813,6.3,77,22,Rice
1814,5.9,63,27,Rice
1815,5.6,66,20,Rice
1816,6.1,68,27,Rice
1817,6.4,73,20,Rice
1818,5.7,72,24,Rice
1819,6,75,20,Rice
1820,5.8,80,21,Rice
1821,6,75,21,Rice
1822,5.5,69,22,Rice
1823,5.5,74,26,Rice
1824,6.3,62,25,Rice
1825,6.5,66,27,Rice
1826,6,76,22,Rice
1827,6.3,60,26,Rice
1828,6.1,62,26,Rice
1829,6,66,24,Rice
1830,5.6,72,26,Rice
1831,6,60,22,Rice
1832,6.1,75,23,Rice
1833,6,70,26,Rice
1834,6.2,69,27,Rice
1835,6.4,76,25,Rice
1836,6.3,71,26,Rice
1837,5.7,61,20,Rice
1838,6.5,62,23,Rice
1839,6.3,79,24,Rice
1840,5.6,62,20,Rice
1841,6.3,74,22,Rice
1842,5.7,80,20,Rice
1843,6.3,74,23,Rice
1844,6.2,66,25,Rice
1845,5.9,65,22,Rice
1846,6.2,61,27,Rice
1847,6,66,22,Rice
1848,6.1,80,25,Rice
1849,6.3,74,21,Rice
1850,6.4,75,23,Rice
1851,6.5,64,21,Rice
1852,5.6,66,21,Rice
1853,6.2,64,20,Rice
1854,6.2,80,26,Rice
1855,6.1,69,24,Rice
1856,5.9,61,26,Rice
1857,5.7,74,25,Rice
1858,6,71,26,Rice
1859,6.3,72,20,Rice
1860,6.3,78,23,Rice
1861,6.3,63,20,Rice
1862,5.8,73,22,Rice
1863,6,61,20,Rice
1864,6,79,20,Rice
1865,6.1,78,27,Rice
1866,5.9,67,24,Rice
1867,5.8,73,24,Rice
1868,6.3,64,25,Rice
1869,6.2,78,21,Rice
1870,5.7,68,22,Rice
1871,5.8,61,26,Rice
1872,5.6,78,26,Rice
1873,5.6,71,23,Rice
1874,6.4,72,22,Rice
1875,6.2,67,21,Rice
1876,6.4,75,22,Rice
1877,6.2,73,27,Rice
1878,5.7,75,20,Rice
1879,5.7,77,24,Rice
1880,5.5,67,26,Rice
1881,6.2,74,23,Rice
1882,5.9,63,21,Rice
1883,6,70,21,Rice
1884,5.7,78,22,Rice
