SoilPh,RelativeHumidity,SoilTemperature,Insect1,Insect2
5.2,89,5,Blackheaded Fireworm,Raspberry Fruitworm
5.1,97,7,Blackheaded Fireworm,Raspberry Fruitworm
5.2,95,8,Blackheaded Fireworm,Raspberry Fruitworm
5.2,95,9,Blackheaded Fireworm,Raspberry Fruitworm
5.3,95,9,Blackheaded Fireworm,Raspberry Fruitworm
5.2,89,5,Blackheaded Fireworm,Raspberry Fruitworm
5.1,96,10,Blackheaded Fireworm,Raspberry Fruitworm
5.4,92,5,Blackheaded Fireworm,Raspberry Fruitworm
5.2,91,9,Blackheaded Fireworm,Raspberry Fruitworm
5.3,98,7,Blackheaded Fireworm,Raspberry Fruitworm
5.2,94,5,Blackheaded Fireworm,Raspberry Fruitworm
5.1,92,9,Blackheaded Fireworm,Raspberry Fruitworm
5.4,96,10,Blackheaded Fireworm,Raspberry Fruitworm
5.4,95,6,Blackheaded Fireworm,Raspberry Fruitworm
5.3,87,10,Blackheaded Fireworm,Raspberry Fruitworm
5.1,87,9,Blackheaded Fireworm,Raspberry Fruitworm
5.3,97,7,Blackheaded Fireworm,Raspberry Fruitworm
5.2,97,6,Blackheaded Fireworm,Raspberry Fruitworm
5.1,88,9,Blackheaded Fireworm,Raspberry Fruitworm
5.2,90,5,Blackheaded Fireworm,Raspberry Fruitworm
5.2,97,6,Blackheaded Fireworm,Raspberry Fruitworm
5.4,95,7,Blackheaded Fireworm,Raspberry Fruitworm
5.4,91,6,Blackheaded Fireworm,Raspberry Fruitworm
5.3,91,7,Blackheaded Fireworm,Raspberry Fruitworm
5.1,89,8,Blackheaded Fireworm,Raspberry Fruitworm
5.2,89,6,Blackheaded Fireworm,Raspberry Fruitworm
5.5,98,7,Blackheaded Fireworm,Raspberry Fruitworm
5.2,91,7,Blackheaded Fireworm,Raspberry Fruitworm
5.4,91,6,Blackheaded Fireworm,Raspberry Fruitworm
5.3,96,5,Blackheaded Fireworm,Raspberry Fruitworm
5.1,95,6,Blackheaded Fireworm,Raspberry Fruitworm
5.2,96,7,Blackheaded Fireworm,Raspberry Fruitworm
5.3,90,9,Blackheaded Fireworm,Raspberry Fruitworm
5.3,95,6,Blackheaded Fireworm,Raspberry Fruitworm
5.1,94,6,Blackheaded Fireworm,Raspberry Fruitworm
5.4,96,5,Blackheaded Fireworm,Raspberry Fruitworm
5.2,90,8,Blackheaded Fireworm,Raspberry Fruitworm
5.2,97,6,Blackheaded Fireworm,Raspberry Fruitworm
5.4,98,10,Blackheaded Fireworm,Raspberry Fruitworm
5.4,97,5,Blackheaded Fireworm,Raspberry Fruitworm
5.4,95,7,Blackheaded Fireworm,Raspberry Fruitworm
5.3,94,8,Blackheaded Fireworm,Raspberry Fruitworm
5.3,87,10,Blackheaded Fireworm,Raspberry Fruitworm
5.2,87,7,Blackheaded Fireworm,Raspberry Fruitworm
5.3,92,7,Blackheaded Fireworm,Raspberry Fruitworm
5.4,92,8,Blackheaded Fireworm,Raspberry Fruitworm
5.3,88,6,Blackheaded Fireworm,Raspberry Fruitworm
7,76,18,Raspberry Fruitworm,Crown Borer
5.9,82,21,Raspberry Fruitworm,Crown Borer
7.3,75,23,Raspberry Fruitworm,Crown Borer
6,79,10,Raspberry Fruitworm,Crown Borer
7.4,77,20,Raspberry Fruitworm,Crown Borer
5.7,89,16,Raspberry Fruitworm,Crown Borer
6.2,84,22,Raspberry Fruitworm,Crown Borer
7.3,88,13,Raspberry Fruitworm,Crown Borer
7.4,86,15,Raspberry Fruitworm,Crown Borer
7.4,83,19,Raspberry Fruitworm,Crown Borer
6.6,89,17,Raspberry Fruitworm,Crown Borer
7.4,88,17,Raspberry Fruitworm,Crown Borer
6.8,81,19,Raspberry Fruitworm,Crown Borer
6.3,90,17,Raspberry Fruitworm,Crown Borer
6.7,77,18,Raspberry Fruitworm,Crown Borer
5.6,76,22,Raspberry Fruitworm,Crown Borer
7.4,80,10,Raspberry Fruitworm,Crown Borer
6,89,12,Raspberry Fruitworm,Crown Borer
5.9,88,13,Raspberry Fruitworm,Crown Borer
6.7,83,10,Raspberry Fruitworm,Crown Borer
5.9,79,20,Raspberry Fruitworm,Crown Borer
6.2,81,13,Raspberry Fruitworm,Crown Borer
5.8,78,10,Raspberry Fruitworm,Crown Borer
5.6,77,12,Raspberry Fruitworm,Crown Borer
6.4,76,16,Raspberry Fruitworm,Crown Borer
5.9,89,22,Raspberry Fruitworm,Crown Borer
6.3,80,18,Raspberry Fruitworm,Crown Borer
6.2,77,20,Raspberry Fruitworm,Crown Borer
6.4,79,17,Raspberry Fruitworm,Crown Borer
7.1,79,23,Raspberry Fruitworm,Crown Borer
6.6,76,16,Raspberry Fruitworm,Crown Borer
6,84,10,Raspberry Fruitworm,Crown Borer
6.1,76,24,Raspberry Fruitworm,Crown Borer
6.7,88,21,Raspberry Fruitworm,Crown Borer
6.4,75,12,Raspberry Fruitworm,Crown Borer
5.8,77,19,Raspberry Fruitworm,Crown Borer
7.4,76,11,Raspberry Fruitworm,Crown Borer
6.1,79,18,Raspberry Fruitworm,Crown Borer
6.7,89,11,Raspberry Fruitworm,Crown Borer
7.5,84,10,Raspberry Fruitworm,Crown Borer
6.2,76,19,Raspberry Fruitworm,Crown Borer
6.1,83,23,Raspberry Fruitworm,Crown Borer
6.9,89,24,Raspberry Fruitworm,Crown Borer
6.4,84,13,Raspberry Fruitworm,Crown Borer
7.1,88,17,Raspberry Fruitworm,Crown Borer
7.4,87,22,Raspberry Fruitworm,Crown Borer
5.6,83,13,Raspberry Fruitworm,Crown Borer
6.7,88,22,Raspberry Fruitworm,Crown Borer
6.7,87,23,Raspberry Fruitworm,Crown Borer
6.8,77,12,Raspberry Fruitworm,Crown Borer
7.3,89,22,Raspberry Fruitworm,Crown Borer
6.3,86,21,Raspberry Fruitworm,Crown Borer
7,85,24,Raspberry Fruitworm,Crown Borer
6.5,88,23,Raspberry Fruitworm,Crown Borer
7.4,85,20,Raspberry Fruitworm,Crown Borer
6.1,78,20,Raspberry Fruitworm,Crown Borer
6.8,87,16,Raspberry Fruitworm,Crown Borer
6.1,76,21,Raspberry Fruitworm,Crown Borer
5.8,85,10,Raspberry Fruitworm,Crown Borer
6.1,84,24,Raspberry Fruitworm,Crown Borer
6.7,85,16,Raspberry Fruitworm,Crown Borer
5.7,76,14,Raspberry Fruitworm,Crown Borer
7.3,90,17,Raspberry Fruitworm,Crown Borer
6.5,76,18,Raspberry Fruitworm,Crown Borer
6.2,88,11,Raspberry Fruitworm,Crown Borer
7,87,24,Raspberry Fruitworm,Crown Borer
7.2,78,18,Raspberry Fruitworm,Crown Borer
6.5,85,13,Raspberry Fruitworm,Crown Borer
5.8,81,17,Raspberry Fruitworm,Crown Borer
5.5,85,24,Raspberry Fruitworm,Crown Borer
6.7,85,24,Raspberry Fruitworm,Crown Borer
6.6,77,14,Raspberry Fruitworm,Crown Borer
7.1,81,12,Raspberry Fruitworm,Crown Borer
6.2,84,11,Raspberry Fruitworm,Crown Borer
7.3,78,20,Raspberry Fruitworm,Crown Borer
5.7,84,22,Raspberry Fruitworm,Crown Borer
6.1,89,12,Raspberry Fruitworm,Crown Borer
7,77,16,Raspberry Fruitworm,Crown Borer
6.4,79,25,Raspberry Fruitworm,Crown Borer
5.9,80,13,Raspberry Fruitworm,Crown Borer
6.3,77,19,Raspberry Fruitworm,Crown Borer
6.4,86,20,Raspberry Fruitworm,Crown Borer
7.4,78,24,Raspberry Fruitworm,Crown Borer
6.5,79,18,Raspberry Fruitworm,Crown Borer
6.4,81,18,Raspberry Fruitworm,Crown Borer
5.9,79,22,Raspberry Fruitworm,Crown Borer
7.4,88,14,Raspberry Fruitworm,Crown Borer
6.4,89,11,Raspberry Fruitworm,Crown Borer
6.5,85,23,Raspberry Fruitworm,Crown Borer
7,90,15,Raspberry Fruitworm,Crown Borer
6.7,82,12,Raspberry Fruitworm,Crown Borer
6.5,90,14,Raspberry Fruitworm,Crown Borer
6.2,89,11,Raspberry Fruitworm,Crown Borer
7.3,89,23,Raspberry Fruitworm,Crown Borer
6.7,75,24,Raspberry Fruitworm,Crown Borer
7.1,82,16,Raspberry Fruitworm,Crown Borer
5.6,77,21,Raspberry Fruitworm,Crown Borer
5.6,86,11,Raspberry Fruitworm,Crown Borer
6.4,83,24,Raspberry Fruitworm,Crown Borer
5.5,90,24,Raspberry Fruitworm,Crown Borer
5.4,36,2,Apple Aphid,Codling Moth
5.5,35,7,Apple Aphid,Codling Moth
5.1,36,12,Apple Aphid,Codling Moth
5.5,32,3,Apple Aphid,Codling Moth
5.5,34,4,Apple Aphid,Codling Moth
5.6,36,1,Apple Aphid,Codling Moth
5.8,35,4,Apple Aphid,Codling Moth
5.6,34,3,Apple Aphid,Codling Moth
5.3,32,7,Apple Aphid,Codling Moth
5.4,31,4,Apple Aphid,Codling Moth
5.4,37,9,Apple Aphid,Codling Moth
5.3,33,4,Apple Aphid,Codling Moth
5.8,31,12,Apple Aphid,Codling Moth
5.2,36,13,Apple Aphid,Codling Moth
5.7,31,6,Apple Aphid,Codling Moth
5.7,37,7,Apple Aphid,Codling Moth
5.8,36,14,Apple Aphid,Codling Moth
5.1,39,14,Apple Aphid,Codling Moth
5.3,36,13,Apple Aphid,Codling Moth
5.6,35,16,Apple Aphid,Codling Moth
5.7,34,3,Apple Aphid,Codling Moth
5.5,32,2,Apple Aphid,Codling Moth
5.3,33,14,Apple Aphid,Codling Moth
5.8,31,1,Apple Aphid,Codling Moth
5.1,33,13,Apple Aphid,Codling Moth
5.8,37,5,Apple Aphid,Codling Moth
5,33,14,Apple Aphid,Codling Moth
5.3,37,9,Apple Aphid,Codling Moth
5.5,32,14,Apple Aphid,Codling Moth
5.2,39,14,Apple Aphid,Codling Moth
5.2,40,2,Apple Aphid,Codling Moth
5.1,34,9,Apple Aphid,Codling Moth
5.8,32,15,Apple Aphid,Codling Moth
5.5,35,10,Apple Aphid,Codling Moth
5.6,30,16,Apple Aphid,Codling Moth
5.4,34,5,Apple Aphid,Codling Moth
5.6,36,4,Apple Aphid,Codling Moth
5.8,39,9,Apple Aphid,Codling Moth
5.6,33,3,Apple Aphid,Codling Moth
5.7,30,3,Apple Aphid,Codling Moth
5.5,30,14,Apple Aphid,Codling Moth
5.5,31,11,Apple Aphid,Codling Moth
5.5,39,8,Apple Aphid,Codling Moth
5.9,33,10,Apple Aphid,Codling Moth
5.5,37,1,Apple Aphid,Codling Moth
5.2,33,7,Apple Aphid,Codling Moth
5.9,35,4,Apple Aphid,Codling Moth
5.7,33,15,Apple Aphid,Codling Moth
5.7,40,13,Apple Aphid,Codling Moth
5.1,35,7,Apple Aphid,Codling Moth
5.7,35,6,Apple Aphid,Codling Moth
5.4,34,11,Apple Aphid,Codling Moth
5.3,35,3,Apple Aphid,Codling Moth
5.4,34,2,Apple Aphid,Codling Moth
5.9,32,3,Apple Aphid,Codling Moth
5.4,33,10,Apple Aphid,Codling Moth
5.4,31,9,Apple Aphid,Codling Moth
5.3,33,11,Apple Aphid,Codling Moth
5.9,36,9,Apple Aphid,Codling Moth
5.7,34,10,Apple Aphid,Codling Moth
5.9,37,14,Apple Aphid,Codling Moth
5.6,32,2,Apple Aphid,Codling Moth
5.5,37,15,Apple Aphid,Codling Moth
5.4,35,10,Apple Aphid,Codling Moth
5.2,32,1,Apple Aphid,Codling Moth
5.6,33,2,Apple Aphid,Codling Moth
5.1,38,5,Apple Aphid,Codling Moth
5.3,36,11,Apple Aphid,Codling Moth
5.5,33,1,Apple Aphid,Codling Moth
5.4,32,11,Apple Aphid,Codling Moth
5.3,39,14,Apple Aphid,Codling Moth
5.2,37,7,Apple Aphid,Codling Moth
5.8,38,9,Apple Aphid,Codling Moth
5.1,37,4,Apple Aphid,Codling Moth
5.5,32,10,Apple Aphid,Codling Moth
5.5,35,3,Apple Aphid,Codling Moth
5.2,38,6,Apple Aphid,Codling Moth
5.1,38,4,Apple Aphid,Codling Moth
5.5,33,14,Apple Aphid,Codling Moth
5.5,38,11,Apple Aphid,Codling Moth
5.5,38,4,Apple Aphid,Codling Moth
5.3,36,14,Apple Aphid,Codling Moth
5.5,37,6,Apple Aphid,Codling Moth
5,39,4,Apple Aphid,Codling Moth
5.6,35,4,Apple Aphid,Codling Moth
5.8,38,16,Apple Aphid,Codling Moth
5.5,34,10,Apple Aphid,Codling Moth
5.4,38,15,Apple Aphid,Codling Moth
5.7,32,14,Apple Aphid,Codling Moth
5,40,12,Apple Aphid,Codling Moth
5.5,33,10,Apple Aphid,Codling Moth
5.9,33,13,Apple Aphid,Codling Moth
5.8,31,10,Apple Aphid,Codling Moth
5.2,31,4,Apple Aphid,Codling Moth
5.5,35,6,Apple Aphid,Codling Moth
5.1,35,2,Apple Aphid,Codling Moth
5.2,36,10,Apple Aphid,Codling Moth
5.4,33,5,Apple Aphid,Codling Moth
5.5,36,10,Apple Aphid,Codling Moth
5.2,40,14,Apple Aphid,Codling Moth
6.1,49,24,Apple Maggot,Bud Moth
6.4,46,28,Apple Maggot,Bud Moth
7,50,30,Apple Maggot,Bud Moth
6.5,48,26,Apple Maggot,Bud Moth
6.9,42,22,Apple Maggot,Bud Moth
6.6,48,20,Apple Maggot,Bud Moth
6.2,46,25,Apple Maggot,Bud Moth
6.7,49,25,Apple Maggot,Bud Moth
6.3,45,28,Apple Maggot,Bud Moth
6.5,44,22,Apple Maggot,Bud Moth
6.2,47,24,Apple Maggot,Bud Moth
6.6,48,31,Apple Maggot,Bud Moth
6.3,49,18,Apple Maggot,Bud Moth
6.9,50,26,Apple Maggot,Bud Moth
6.7,50,19,Apple Maggot,Bud Moth
6.4,44,17,Apple Maggot,Bud Moth
6,46,29,Apple Maggot,Bud Moth
6.2,48,18,Apple Maggot,Bud Moth
6.9,48,20,Apple Maggot,Bud Moth
6.4,43,31,Apple Maggot,Bud Moth
6.5,48,19,Apple Maggot,Bud Moth
6.9,45,17,Apple Maggot,Bud Moth
6.7,46,28,Apple Maggot,Bud Moth
6.3,41,29,Apple Maggot,Bud Moth
6.1,43,27,Apple Maggot,Bud Moth
6.8,44,18,Apple Maggot,Bud Moth
6.6,42,21,Apple Maggot,Bud Moth
6.7,48,23,Apple Maggot,Bud Moth
6.2,47,30,Apple Maggot,Bud Moth
6,44,20,Apple Maggot,Bud Moth
6.7,43,26,Apple Maggot,Bud Moth
6.4,49,17,Apple Maggot,Bud Moth
6.2,50,20,Apple Maggot,Bud Moth
6.2,42,21,Apple Maggot,Bud Moth
7,49,30,Apple Maggot,Bud Moth
6.8,46,20,Apple Maggot,Bud Moth
6.7,48,24,Apple Maggot,Bud Moth
6.1,43,25,Apple Maggot,Bud Moth
7,47,20,Apple Maggot,Bud Moth
6.7,43,18,Apple Maggot,Bud Moth
6,46,30,Apple Maggot,Bud Moth
6.1,45,28,Apple Maggot,Bud Moth
6.7,43,20,Apple Maggot,Bud Moth
6.8,49,32,Apple Maggot,Bud Moth
6.9,45,32,Apple Maggot,Bud Moth
6.9,43,17,Apple Maggot,Bud Moth
6.7,47,19,Apple Maggot,Bud Moth
6.2,44,23,Apple Maggot,Bud Moth
7,45,23,Apple Maggot,Bud Moth
6.1,49,23,Apple Maggot,Bud Moth
6.7,43,20,Apple Maggot,Bud Moth
6.4,48,20,Apple Maggot,Bud Moth
6.3,42,19,Apple Maggot,Bud Moth
6.3,47,25,Apple Maggot,Bud Moth
6.2,45,25,Apple Maggot,Bud Moth
7,49,30,Apple Maggot,Bud Moth
6,45,21,Apple Maggot,Bud Moth
6.8,48,28,Apple Maggot,Bud Moth
6.7,50,23,Apple Maggot,Bud Moth
6.8,48,27,Apple Maggot,Bud Moth
6.4,43,22,Apple Maggot,Bud Moth
6.3,43,28,Apple Maggot,Bud Moth
6.9,46,17,Apple Maggot,Bud Moth
6.6,46,22,Apple Maggot,Bud Moth
6,43,17,Apple Maggot,Bud Moth
6.4,49,27,Apple Maggot,Bud Moth
6.5,48,31,Apple Maggot,Bud Moth
6.5,45,22,Apple Maggot,Bud Moth
6.7,49,21,Apple Maggot,Bud Moth
6.6,49,23,Apple Maggot,Bud Moth
6.5,46,25,Apple Maggot,Bud Moth
6.7,41,19,Apple Maggot,Bud Moth
6.2,47,23,Apple Maggot,Bud Moth
6.2,49,20,Apple Maggot,Bud Moth
6.1,45,29,Apple Maggot,Bud Moth
6.4,44,20,Apple Maggot,Bud Moth
6.3,44,20,Apple Maggot,Bud Moth
6.9,42,18,Apple Maggot,Bud Moth
6,44,25,Apple Maggot,Bud Moth
6.3,48,20,Apple Maggot,Bud Moth
6.6,43,26,Apple Maggot,Bud Moth
6.8,49,27,Apple Maggot,Bud Moth
6.1,48,20,Apple Maggot,Bud Moth
7,43,31,Apple Maggot,Bud Moth
7,45,22,Apple Maggot,Bud Moth
6.4,48,18,Apple Maggot,Bud Moth
6.2,44,21,Apple Maggot,Bud Moth
6.4,45,31,Apple Maggot,Bud Moth
6.6,42,21,Apple Maggot,Bud Moth
6.3,47,31,Apple Maggot,Bud Moth
6.3,49,21,Apple Maggot,Bud Moth
6.6,46,24,Apple Maggot,Bud Moth
6.6,42,26,Apple Maggot,Bud Moth
6.4,47,24,Apple Maggot,Bud Moth
6.6,49,27,Apple Maggot,Bud Moth
6.8,41,29,Apple Maggot,Bud Moth
6.4,49,23,Apple Maggot,Bud Moth
6.7,47,30,Apple Maggot,Bud Moth
6.7,46,30,Apple Maggot,Bud Moth
6.5,42,19,Apple Maggot,Bud Moth
5.6,67,29,Whiteflies,Aphids
5.8,67,27,Whiteflies,Aphids
5.8,68,27,Whiteflies,Aphids
5.8,67,27,Whiteflies,Aphids
5.6,67,27,Whiteflies,Aphids
5.9,66,27,Whiteflies,Aphids
5.7,65,26,Whiteflies,Aphids
5.7,66,27,Whiteflies,Aphids
5.9,68,26,Whiteflies,Aphids
5.6,65,29,Whiteflies,Aphids
5.7,66,28,Whiteflies,Aphids
5.8,66,26,Whiteflies,Aphids
5.6,65,27,Whiteflies,Aphids
5.5,67,26,Whiteflies,Aphids
5.7,65,28,Whiteflies,Aphids
5.6,66,26,Whiteflies,Aphids
5.7,67,28,Whiteflies,Aphids
5.6,67,27,Whiteflies,Aphids
5.9,68,28,Whiteflies,Aphids
5.6,69,27,Whiteflies,Aphids
5.7,68,28,Whiteflies,Aphids
5.7,69,28,Whiteflies,Aphids
5.6,66,27,Whiteflies,Aphids
5.5,68,28,Whiteflies,Aphids
5.7,65,29,Whiteflies,Aphids
5.7,69,28,Whiteflies,Aphids
5.6,68,27,Whiteflies,Aphids
5.8,68,27,Whiteflies,Aphids
5.9,66,26,Whiteflies,Aphids
5.7,68,26,Whiteflies,Aphids
5.6,68,28,Whiteflies,Aphids
5.8,65,27,Whiteflies,Aphids
5.8,66,28,Whiteflies,Aphids
5.7,65,27,Whiteflies,Aphids
5.7,66,27,Whiteflies,Aphids
5.7,67,28,Whiteflies,Aphids
5.8,67,29,Whiteflies,Aphids
5.8,66,29,Whiteflies,Aphids
5.9,68,27,Whiteflies,Aphids
5.6,68,28,Whiteflies,Aphids
5.6,65,29,Whiteflies,Aphids
5.8,68,28,Whiteflies,Aphids
5.8,67,27,Whiteflies,Aphids
5.8,68,28,Whiteflies,Aphids
5.7,68,28,Whiteflies,Aphids
5.8,68,28,Whiteflies,Aphids
5.8,67,29,Whiteflies,Aphids
5.7,67,27,Whiteflies,Aphids
5.6,68,26,Whiteflies,Aphids
5.8,66,26,Whiteflies,Aphids
5.8,68,27,Whiteflies,Aphids
5.6,68,28,Whiteflies,Aphids
5.9,69,27,Whiteflies,Aphids
5.7,66,27,Whiteflies,Aphids
5.9,65,29,Whiteflies,Aphids
5.5,67,27,Whiteflies,Aphids
5.8,68,28,Whiteflies,Aphids
5.7,68,27,Whiteflies,Aphids
5.7,68,27,Whiteflies,Aphids
5.7,68,28,Whiteflies,Aphids
5.6,69,29,Whiteflies,Aphids
5.8,66,29,Whiteflies,Aphids
5.8,68,27,Whiteflies,Aphids
5.7,66,26,Whiteflies,Aphids
5.7,67,28,Whiteflies,Aphids
5.6,66,27,Whiteflies,Aphids
5.7,68,26,Whiteflies,Aphids
5.7,66,26,Whiteflies,Aphids
5.6,68,28,Whiteflies,Aphids
5.7,68,28,Whiteflies,Aphids
5.5,69,27,Whiteflies,Aphids
5.6,68,26,Whiteflies,Aphids
5.6,65,28,Whiteflies,Aphids
5.8,68,29,Whiteflies,Aphids
5.9,68,29,Whiteflies,Aphids
5.8,66,27,Whiteflies,Aphids
5.5,67,29,Whiteflies,Aphids
5.7,65,27,Whiteflies,Aphids
5.7,69,27,Whiteflies,Aphids
5.8,67,28,Whiteflies,Aphids
5.7,67,27,Whiteflies,Aphids
5.6,68,27,Whiteflies,Aphids
5.8,66,27,Whiteflies,Aphids
5.5,67,28,Whiteflies,Aphids
5.5,67,28,Whiteflies,Aphids
5.8,67,28,Whiteflies,Aphids
5.8,67,27,Whiteflies,Aphids
5.8,67,28,Whiteflies,Aphids
5.7,66,27,Whiteflies,Aphids
5.7,65,27,Whiteflies,Aphids
5.7,66,28,Whiteflies,Aphids
5.5,68,27,Whiteflies,Aphids
5.6,68,26,Whiteflies,Aphids
5.8,67,27,Whiteflies,Aphids
5.7,66,28,Whiteflies,Aphids
5.5,66,28,Whiteflies,Aphids
5.8,66,28,Whiteflies,Aphids
5.5,69,26,Whiteflies,Aphids
5.6,68,27,Whiteflies,Aphids
5.7,65,27,Whiteflies,Aphids
6.1,72,30,Aphids,Cucumber Beetle
6.3,73,31,Aphids,Cucumber Beetle
6.2,73,31,Aphids,Cucumber Beetle
6.5,72,32,Aphids,Cucumber Beetle
6.3,73,31,Aphids,Cucumber Beetle
6.4,74,31,Aphids,Cucumber Beetle
6.1,73,31,Aphids,Cucumber Beetle
6.3,70,31,Aphids,Cucumber Beetle
6.4,73,30,Aphids,Cucumber Beetle
6.1,72,30,Aphids,Cucumber Beetle
6,73,31,Aphids,Cucumber Beetle
6.2,71,31,Aphids,Cucumber Beetle
6.4,75,31,Aphids,Cucumber Beetle
6.4,72,31,Aphids,Cucumber Beetle
6.1,71,30,Aphids,Cucumber Beetle
6.3,72,30,Aphids,Cucumber Beetle
6.2,73,31,Aphids,Cucumber Beetle
6.3,74,30,Aphids,Cucumber Beetle
6.1,74,32,Aphids,Cucumber Beetle
6.2,73,32,Aphids,Cucumber Beetle
6.1,73,32,Aphids,Cucumber Beetle
6.1,75,31,Aphids,Cucumber Beetle
6.1,73,31,Aphids,Cucumber Beetle
6.1,75,32,Aphids,Cucumber Beetle
6.3,70,32,Aphids,Cucumber Beetle
6.2,74,31,Aphids,Cucumber Beetle
6.3,72,31,Aphids,Cucumber Beetle
6.5,70,31,Aphids,Cucumber Beetle
6.1,74,31,Aphids,Cucumber Beetle
6.4,74,30,Aphids,Cucumber Beetle
6.3,72,31,Aphids,Cucumber Beetle
6.4,74,31,Aphids,Cucumber Beetle
6.1,70,31,Aphids,Cucumber Beetle
6.4,71,30,Aphids,Cucumber Beetle
6.4,72,30,Aphids,Cucumber Beetle
6,74,32,Aphids,Cucumber Beetle
6,75,32,Aphids,Cucumber Beetle
6.1,75,32,Aphids,Cucumber Beetle
6.3,71,32,Aphids,Cucumber Beetle
6.3,71,31,Aphids,Cucumber Beetle
6.3,71,31,Aphids,Cucumber Beetle
6.2,71,30,Aphids,Cucumber Beetle
6.4,73,31,Aphids,Cucumber Beetle
6,75,32,Aphids,Cucumber Beetle
6.5,74,30,Aphids,Cucumber Beetle
6.3,72,32,Aphids,Cucumber Beetle
6.3,74,30,Aphids,Cucumber Beetle
6.3,71,31,Aphids,Cucumber Beetle
6.1,72,32,Aphids,Cucumber Beetle
6.4,74,32,Aphids,Cucumber Beetle
6,71,30,Aphids,Cucumber Beetle
6.1,73,30,Aphids,Cucumber Beetle
6.3,74,30,Aphids,Cucumber Beetle
6.1,72,32,Aphids,Cucumber Beetle
6.5,74,30,Aphids,Cucumber Beetle
6.3,74,30,Aphids,Cucumber Beetle
6.1,71,32,Aphids,Cucumber Beetle
6.2,71,30,Aphids,Cucumber Beetle
6.2,73,32,Aphids,Cucumber Beetle
6.2,75,32,Aphids,Cucumber Beetle
6.1,73,32,Aphids,Cucumber Beetle
6.3,71,32,Aphids,Cucumber Beetle
6.3,72,30,Aphids,Cucumber Beetle
6.1,71,31,Aphids,Cucumber Beetle
6.2,75,31,Aphids,Cucumber Beetle
6.4,71,30,Aphids,Cucumber Beetle
6.2,70,32,Aphids,Cucumber Beetle
6.5,74,31,Aphids,Cucumber Beetle
6.1,71,31,Aphids,Cucumber Beetle
6.1,73,32,Aphids,Cucumber Beetle
6.2,75,31,Aphids,Cucumber Beetle
6.3,73,31,Aphids,Cucumber Beetle
6.4,71,32,Aphids,Cucumber Beetle
6.1,71,31,Aphids,Cucumber Beetle
6.2,72,32,Aphids,Cucumber Beetle
6.2,74,32,Aphids,Cucumber Beetle
6,75,32,Aphids,Cucumber Beetle
6.1,74,30,Aphids,Cucumber Beetle
6.1,74,31,Aphids,Cucumber Beetle
6.3,73,32,Aphids,Cucumber Beetle
6.1,71,31,Aphids,Cucumber Beetle
6.3,71,30,Aphids,Cucumber Beetle
6.1,71,31,Aphids,Cucumber Beetle
6.2,73,31,Aphids,Cucumber Beetle
6.1,73,31,Aphids,Cucumber Beetle
6.4,71,31,Aphids,Cucumber Beetle
6.2,74,32,Aphids,Cucumber Beetle
6.1,72,30,Aphids,Cucumber Beetle
6.3,70,32,Aphids,Cucumber Beetle
6.1,73,30,Aphids,Cucumber Beetle
6.1,70,31,Aphids,Cucumber Beetle
6.4,70,31,Aphids,Cucumber Beetle
6.3,72,31,Aphids,Cucumber Beetle
6,72,32,Aphids,Cucumber Beetle
6.3,73,31,Aphids,Cucumber Beetle
6.5,72,31,Aphids,Cucumber Beetle
6.3,73,32,Aphids,Cucumber Beetle
6.2,74,31,Aphids,Cucumber Beetle
6.2,71,31,Aphids,Cucumber Beetle
6.4,70,31,Aphids,Cucumber Beetle
6.1,70,30,Slugs and Snails,Squash Bugs
6.1,73,30,Slugs and Snails,Squash Bugs
6.2,74,21,Slugs and Snails,Squash Bugs
6.2,71,27,Slugs and Snails,Squash Bugs
6.4,70,34,Slugs and Snails,Squash Bugs
6.4,72,28,Slugs and Snails,Squash Bugs
6.2,71,34,Slugs and Snails,Squash Bugs
6.3,73,20,Slugs and Snails,Squash Bugs
6.1,72,33,Slugs and Snails,Squash Bugs
6.2,75,35,Slugs and Snails,Squash Bugs
6,72,25,Slugs and Snails,Squash Bugs
6.2,74,18,Slugs and Snails,Squash Bugs
6.2,74,33,Slugs and Snails,Squash Bugs
6.3,72,22,Slugs and Snails,Squash Bugs
6.3,71,28,Slugs and Snails,Squash Bugs
6.3,71,28,Slugs and Snails,Squash Bugs
6.3,71,30,Slugs and Snails,Squash Bugs
6.1,75,22,Slugs and Snails,Squash Bugs
6,71,25,Slugs and Snails,Squash Bugs
6.5,71,19,Slugs and Snails,Squash Bugs
6.2,74,30,Slugs and Snails,Squash Bugs
6.1,73,19,Slugs and Snails,Squash Bugs
6.4,70,34,Slugs and Snails,Squash Bugs
6.3,71,21,Slugs and Snails,Squash Bugs
6.3,71,34,Slugs and Snails,Squash Bugs
6.2,72,19,Slugs and Snails,Squash Bugs
6.1,75,19,Slugs and Snails,Squash Bugs
6.1,73,22,Slugs and Snails,Squash Bugs
6.1,74,24,Slugs and Snails,Squash Bugs
6.4,73,30,Slugs and Snails,Squash Bugs
6.5,73,19,Slugs and Snails,Squash Bugs
6.1,71,24,Slugs and Snails,Squash Bugs
6.3,71,27,Slugs and Snails,Squash Bugs
6.1,74,28,Slugs and Snails,Squash Bugs
6.2,72,27,Slugs and Snails,Squash Bugs
6.2,71,31,Slugs and Snails,Squash Bugs
6.3,74,30,Slugs and Snails,Squash Bugs
