SoilPh,RelativeHumidity,SoilTemperature,Fruit
6,93,1,Blackberry
5.5,90,6,Blackberry
5.1,92,5,Blackberry
5,91,2,Blackberry
5.9,93,4,Blackberry
5.7,90,4,Blackberry
5.3,92,3,Blackberry
5.6,92,3,Blackberry
5.9,91,4,Blackberry
5.8,92,9,Blackberry
5.1,93,5,Blackberry
5,93,3,Blackberry
5.1,92,2,Blackberry
5.4,91,2,Blackberry
5.5,93,9,Blackberry
5.5,91,8,Blackberry
5.7,90,3,Blackberry
5.6,90,10,Blackberry
5.1,91,3,Blackberry
5.2,93,2,Blackberry
5.9,91,8,Blackberry
5.3,92,4,Blackberry
5,91,10,Blackberry
5,92,2,Blackberry
5.8,92,9,Blackberry
5.4,92,8,Blackberry
5.3,93,0,Blackberry
6,92,8,Blackberry
5.9,93,9,Blackberry
5,92,8,Blackberry
5.3,91,6,Blackberry
5.8,90,9,Blackberry
5.2,93,4,Blackberry
5.6,91,4,Blackberry
5.2,90,8,Blackberry
5,91,9,Blackberry
5.6,91,1,Blackberry
5.6,92,1,Blackberry
6,91,10,Blackberry
5.4,93,10,Blackberry
5.5,90,4,Blackberry
5.9,92,3,Blackberry
5.4,92,3,Blackberry
5.2,92,1,Blackberry
5.5,93,0,Blackberry
5.2,93,7,Blackberry
6,93,8,Blackberry
5.2,92,5,Blackberry
5.3,93,1,Blackberry
5.9,91,8,Blackberry
5.2,93,8,Blackberry
5.4,91,3,Blackberry
5.3,91,7,Blackberry
5.8,91,4,Blackberry
5.6,91,2,Blackberry
5.8,93,2,Blackberry
5.7,91,8,Blackberry
5.7,91,2,Blackberry
5.1,93,10,Blackberry
5.9,91,1,Blackberry
5,91,4,Blackberry
5.6,90,2,Blackberry
5.9,91,2,Blackberry
5,92,2,Blackberry
6,90,6,Blackberry
5.6,93,2,Blackberry
5.7,91,3,Blackberry
5.4,90,3,Blackberry
5.8,92,6,Blackberry
6,93,3,Blackberry
6,93,5,Blackberry
5.8,91,7,Blackberry
5.4,90,3,Blackberry
5.8,92,7,Blackberry
5.3,91,4,Blackberry
6,92,0,Blackberry
5,90,8,Blackberry
6,92,7,Blackberry
5.6,91,2,Blackberry
5.4,92,3,Blackberry
5.5,93,4,Blackberry
6,93,2,Blackberry
5.3,91,5,Blackberry
5.6,91,4,Blackberry
5.4,91,6,Blackberry
5.6,92,0,Blackberry
5.4,90,1,Blackberry
5.7,93,3,Blackberry
5.1,91,4,Blackberry
5.7,90,6,Blackberry
5.8,92,5,Blackberry
5.6,92,3,Blackberry
5.3,92,5,Blackberry
5.2,92,10,Blackberry
5.7,92,9,Blackberry
5.7,92,9,Blackberry
5.1,93,2,Blackberry
5.6,92,2,Blackberry
5.8,90,6,Blackberry
5.4,92,0,Blackberry
5.1,90,3,Blackberry
5,90,1,Blackberry
5.9,93,4,Blackberry
5.9,91,1,Blackberry
5.1,90,6,Blackberry
5.1,92,9,Blackberry
5.8,90,4,Blackberry
5.6,92,9,Blackberry
5.7,92,8,Blackberry
5.4,92,8,Blackberry
5.8,92,1,Blackberry
5.9,91,8,Blackberry
5.1,92,1,Blackberry
5,93,3,Blackberry
6,92,8,Blackberry
5.8,91,3,Blackberry
5.8,92,6,Blackberry
5.2,91,8,Blackberry
5.9,92,8,Blackberry
5.9,92,8,Blackberry
5.7,92,4,Blackberry
5.8,91,7,Blackberry
5.5,90,6,Blackberry
5.9,93,6,Blackberry
5.5,90,0,Blackberry
5.5,92,7,Blackberry
5.5,91,4,Blackberry
5.6,92,3,Blackberry
5.9,92,3,Blackberry
5.5,90,5,Blackberry
5,93,6,Blackberry
5.4,93,0,Blackberry
5.5,92,10,Blackberry
5.2,91,1,Blackberry
5.5,91,6,Blackberry
5.6,92,5,Blackberry
5.2,91,0,Blackberry
5.1,91,3,Blackberry
5.2,90,7,Blackberry
6,93,9,Blackberry
5.6,91,0,Blackberry
5.9,92,8,Blackberry
5.2,92,5,Blackberry
5.6,92,7,Blackberry
5.6,91,3,Blackberry
5.8,90,7,Blackberry
5.1,91,6,Blackberry
5.7,91,9,Blackberry
6,92,5,Blackberry
5.4,92,8,Blackberry
5.1,93,5,Blackberry
5.6,92,5,Blackberry
6,92,8,Blackberry
6,93,7,Blackberry
5.1,93,1,Blackberry
5.1,93,2,Blackberry
5.3,93,4,Blackberry
6,91,5,Blackberry
5.7,93,9,Blackberry
5.6,90,4,Blackberry
5.2,90,3,Blackberry
5.5,90,5,Blackberry
5.4,93,7,Blackberry
6,91,0,Blackberry
5.4,91,5,Blackberry
5.9,92,3,Blackberry
5.2,92,9,Blackberry
5.9,93,9,Blackberry
5.3,92,7,Blackberry
5.7,92,7,Blackberry
5.2,91,7,Blackberry
5.4,91,9,Blackberry
5.2,92,4,Blackberry
5,90,10,Blackberry
5.6,93,2,Blackberry
5.6,92,7,Blackberry
5.7,92,8,Blackberry
5.8,93,1,Blackberry
5.9,92,2,Blackberry
6,92,1,Blackberry
5.1,91,8,Blackberry
5.8,92,6,Blackberry
5.6,92,9,Blackberry
5.4,91,6,Blackberry
5.9,93,3,Blackberry
5.6,93,8,Blackberry
5.2,92,4,Blackberry
5.6,90,6,Blackberry
5.2,92,3,Blackberry
5.8,93,2,Blackberry
5.8,92,0,Blackberry
5.1,91,3,Blackberry
5.9,93,5,Blackberry
5.1,91,8,Blackberry
5.9,92,5,Blackberry
6,92,4,Blackberry
5.7,92,8,Blackberry
5.9,92,4,Blackberry
5.8,93,2,Blackberry
5.6,92,9,Blackberry
5.5,91,5,Blackberry
5,91,6,Blackberry
5.6,92,7,Blackberry
5.9,91,7,Blackberry
5,91,2,Blackberry
5,93,2,Blackberry
5.2,92,9,Blackberry
5.2,93,5,Blackberry
5.1,92,6,Blackberry
5.2,92,8,Blackberry
5.1,90,8,Blackberry
5,91,6,Blackberry
6,91,10,Blackberry
5.2,92,4,Blackberry
5.3,93,8,Blackberry
5.9,92,3,Blackberry
5,92,2,Blackberry
5.4,90,3,Blackberry
5.3,92,0,Blackberry
5.2,92,6,Blackberry
5.5,91,1,Blackberry
5.6,92,10,Blackberry
5.4,91,4,Blackberry
5.9,90,0,Blackberry
5.1,93,5,Blackberry
5.3,92,4,Blackberry
5,91,7,Blackberry
6,91,6,Blackberry
5.2,93,4,Blackberry
5.5,92,1,Blackberry
5,90,10,Blackberry
5.4,93,1,Blackberry
5.4,93,5,Blackberry
5.6,92,9,Blackberry
5.2,91,7,Blackberry
5.4,93,5,Blackberry
5.9,92,2,Blackberry
5.1,92,6,Blackberry
5.3,93,3,Blackberry
5.2,91,6,Blackberry
5.6,92,7,Blackberry
5.9,92,8,Blackberry
5.8,91,2,Blackberry
5.4,91,4,Blackberry
5,91,9,Blackberry
5.6,93,2,Blackberry
5.6,93,9,Blackberry
5.7,92,6,Blackberry
5.5,91,1,Blackberry
5,91,7,Blackberry
5.4,92,8,Blackberry
5,91,1,Blackberry
5.9,93,2,Blackberry
5.1,91,1,Blackberry
5.6,90,9,Blackberry
5.2,92,7,Blackberry
5.5,91,7,Blackberry
5.4,91,8,Blackberry
5,93,7,Blackberry
5.1,91,1,Blackberry
5,93,4,Blackberry
6,91,4,Blackberry
5.5,91,4,Blackberry
5.4,91,7,Blackberry
5,90,8,Blackberry
5.6,91,1,Blackberry
5.7,91,7,Blackberry
5,91,4,Blackberry
5.4,91,10,Blackberry
5.7,92,7,Blackberry
5,90,4,Blackberry
5.4,92,8,Blackberry
5.8,90,1,Blackberry
5.4,91,2,Blackberry
5.2,93,2,Blackberry
5.3,91,2,Blackberry
5.3,90,0,Blackberry
5.1,91,9,Blackberry
5.4,93,1,Blackberry
5.1,91,9,Blackberry
5.2,92,7,Blackberry
6,93,7,Blackberry
5.3,91,2,Blackberry
5.2,91,8,Blackberry
5.7,91,3,Blackberry
5.8,93,8,Blackberry
5.8,91,4,Blackberry
5.5,92,9,Blackberry
5.4,90,10,Blackberry
5.2,92,4,Blackberry
5,91,9,Blackberry
6,91,4,Blackberry
5.2,91,8,Blackberry
5.3,92,2,Blackberry
5.3,93,8,Blackberry
5.6,92,10,Blackberry
6,92,8,Blackberry
5.5,92,1,Blackberry
5.1,91,1,Blackberry
5.1,93,9,Blackberry
5.5,91,8,Blackberry
5.9,92,3,Blackberry
5.8,91,9,Blackberry
6,91,7,Blackberry
5,92,3,Blackberry
5.3,90,8,Blackberry
5,91,9,Blackberry
5.5,91,7,Blackberry
5.6,92,1,Blackberry
6,91,4,Blackberry
5.9,91,3,Blackberry
5.3,91,4,Blackberry
5.1,92,10,Blackberry
5,92,7,Blackberry
5.8,91,1,Blackberry
5.3,91,3,Blackberry
5.5,92,10,Blackberry
5,91,5,Blackberry
5.1,92,5,Blackberry
5.2,91,4,Blackberry
5.3,93,4,Blackberry
5.4,91,6,Blackberry
5.6,90,0,Blackberry
5.8,92,8,Blackberry
5,90,5,Blackberry
5.7,93,9,Blackberry
5.3,91,6,Blackberry
6,92,1,Blackberry
5.6,91,8,Blackberry
5.4,91,8,Blackberry
5.4,92,5,Blackberry
5.1,91,4,Blackberry
5.9,90,2,Blackberry
5.4,93,8,Blackberry
5.1,91,9,Blackberry
5,92,2,Blackberry
5.7,93,3,Blackberry
5,92,9,Blackberry
5,90,1,Blackberry
5.8,90,4,Blackberry
5.7,91,8,Blackberry
5.4,93,6,Blackberry
5,92,5,Blackberry
5.2,93,5,Blackberry
5.8,86,3,Blueberry
4.3,86,4,Blueberry
4.8,88,3,Blueberry
4.8,87,5,Blueberry
4.3,89,6,Blueberry
5.7,87,3,Blueberry
5.8,90,4,Blueberry
5.7,90,2,Blueberry
5.4,86,7,Blueberry
4.6,88,5,Blueberry
5.7,89,4,Blueberry
4.1,87,1,Blueberry
4.8,86,6,Blueberry
5.1,85,6,Blueberry
4.1,87,2,Blueberry
5,85,7,Blueberry
4.7,88,6,Blueberry
5.6,88,1,Blueberry
4.6,85,6,Blueberry
4.4,89,5,Blueberry
6,85,4,Blueberry
5.6,85,3,Blueberry
4.1,87,4,Blueberry
5.9,88,4,Blueberry
4.8,87,4,Blueberry
5.2,90,5,Blueberry
5.5,87,5,Blueberry
4,86,3,Blueberry
5.1,89,3,Blueberry
4.6,85,6,Blueberry
4.1,89,1,Blueberry
5.8,87,6,Blueberry
4.8,87,6,Blueberry
5.6,88,6,Blueberry
4.5,88,3,Blueberry
4.4,89,2,Blueberry
5.7,87,4,Blueberry
4.5,89,2,Blueberry
5.1,90,5,Blueberry
4.4,88,7,Blueberry
4.9,90,3,Blueberry
5.9,89,3,Blueberry
6,88,1,Blueberry
4.3,88,3,Blueberry
5.8,90,3,Blueberry
5.9,87,5,Blueberry
4.7,88,3,Blueberry
4.9,89,4,Blueberry
5.9,89,5,Blueberry
4.3,86,6,Blueberry
5.8,90,3,Blueberry
5,85,5,Blueberry
4.7,88,6,Blueberry
5.9,90,6,Blueberry
5.6,85,6,Blueberry
4.9,85,6,Blueberry
4.1,87,2,Blueberry
5.5,86,7,Blueberry
4.7,90,1,Blueberry
4.6,87,3,Blueberry
5.9,88,6,Blueberry
5.2,86,1,Blueberry
4.8,86,4,Blueberry
5.9,88,2,Blueberry
5.6,86,2,Blueberry
5.2,90,2,Blueberry
5.1,88,2,Blueberry
5.3,89,6,Blueberry
4.9,86,4,Blueberry
5,87,3,Blueberry
5.5,88,2,Blueberry
4.7,85,1,Blueberry
4.6,89,5,Blueberry
4.5,87,4,Blueberry
5.3,87,1,Blueberry
4.4,89,7,Blueberry
5.8,87,3,Blueberry
4.7,89,5,Blueberry
4.3,85,1,Blueberry
5.4,88,6,Blueberry
5.5,89,4,Blueberry
5.2,89,6,Blueberry
5.8,88,7,Blueberry
4.5,89,6,Blueberry
5.1,88,3,Blueberry
4.6,89,3,Blueberry
4.2,88,5,Blueberry
5.3,90,7,Blueberry
5.8,88,6,Blueberry
5.6,88,7,Blueberry
4.6,89,2,Blueberry
4.8,87,4,Blueberry
5.5,86,1,Blueberry
4.4,90,4,Blueberry
4.7,85,6,Blueberry
5.1,86,5,Blueberry
4.2,89,6,Blueberry
5.7,89,2,Blueberry
4.1,88,6,Blueberry
5.2,90,7,Blueberry
5.6,85,3,Blueberry
4,88,2,Blueberry
5.1,88,5,Blueberry
5.2,86,4,Blueberry
4.7,86,6,Blueberry
4.9,86,2,Blueberry
4.6,89,3,Blueberry
4,88,3,Blueberry
4.4,86,6,Blueberry
4.7,86,7,Blueberry
5.8,85,5,Blueberry
4.2,86,5,Blueberry
4.3,86,6,Blueberry
4.7,86,2,Blueberry
4.6,89,1,Blueberry
4.7,87,5,Blueberry
6,89,6,Blueberry
5.2,87,7,Blueberry
5.5,86,5,Blueberry
5.7,89,2,Blueberry
4.5,86,2,Blueberry
5.4,89,5,Blueberry
4.6,87,2,Blueberry
4.8,85,2,Blueberry
5.2,86,4,Blueberry
4.7,86,1,Blueberry
4.2,86,6,Blueberry
5.7,90,5,Blueberry
4.1,86,3,Blueberry
4.6,88,6,Blueberry
4.5,85,7,Blueberry
5.5,89,6,Blueberry
4.8,88,5,Blueberry
4.3,89,4,Blueberry
5,86,6,Blueberry
5.2,88,3,Blueberry
4.6,85,5,Blueberry
5.6,87,7,Blueberry
4.1,88,2,Blueberry
5.5,87,1,Blueberry
5.7,86,4,Blueberry
4.1,87,2,Blueberry
5.2,89,5,Blueberry
5.3,90,3,Blueberry
5.3,86,5,Blueberry
5,89,3,Blueberry
5.5,89,7,Blueberry
5.5,85,4,Blueberry
5.2,87,7,Blueberry
5.3,88,6,Blueberry
5.9,90,2,Blueberry
4.3,90,5,Blueberry
4,86,6,Blueberry
4.8,88,7,Blueberry
4.4,90,4,Blueberry
5.8,86,2,Blueberry
4.1,87,3,Blueberry
4.6,87,6,Blueberry
5.8,90,5,Blueberry
4.2,89,1,Blueberry
4.8,87,2,Blueberry
4.1,90,1,Blueberry
5,89,1,Blueberry
5.9,89,5,Blueberry
5.1,87,2,Blueberry
4.1,89,4,Blueberry
5.8,87,6,Blueberry
5.2,86,6,Blueberry
4.1,90,6,Blueberry
5.9,89,4,Blueberry
4.5,86,5,Blueberry
5.5,87,6,Blueberry
5,87,3,Blueberry
4.7,88,4,Blueberry
5.9,90,3,Blueberry
5,86,1,Blueberry
5,88,2,Blueberry
5.9,88,3,Blueberry
5.7,88,6,Blueberry
4.5,86,4,Blueberry
4.3,88,7,Blueberry
5.6,86,2,Blueberry
5.3,88,1,Blueberry
4.1,86,6,Blueberry
5.6,88,5,Blueberry
5,89,6,Blueberry
5.1,89,1,Blueberry
4.3,86,6,Blueberry
5.9,88,3,Blueberry
5,87,3,Blueberry
5.8,87,2,Blueberry
4.6,88,2,Blueberry
4,85,1,Blueberry
4.3,87,5,Blueberry
4.9,85,7,Blueberry
5.7,89,5,Blueberry
5.2,87,4,Blueberry
4.6,89,4,Blueberry
5.9,85,3,Blueberry
4.5,89,2,Blueberry
5.7,87,5,Blueberry
5.5,86,6,Blueberry
5.1,88,2,Blueberry
5.8,87,7,Blueberry
4.3,88,6,Blueberry
4.7,85,1,Blueberry
4.9,88,2,Blueberry
5.6,87,5,Blueberry
4.6,89,4,Blueberry
4.2,89,7,Blueberry
6,88,5,Blueberry
5.1,88,6,Blueberry
5.9,89,2,Blueberry
4.6,89,3,Blueberry
4.8,90,6,Blueberry
5,89,3,Blueberry
5.4,90,2,Blueberry
4.4,87,2,Blueberry
5.8,90,4,Blueberry
5,89,6,Blueberry
4.6,88,5,Blueberry
5.7,86,6,Blueberry
5.1,88,4,Blueberry
6,86,5,Blueberry
4.3,86,1,Blueberry
5.6,87,5,Blueberry
4.3,90,2,Blueberry
5,88,2,Blueberry
4.6,88,4,Blueberry
4.9,90,2,Blueberry
5.9,86,2,Blueberry
4.3,86,5,Blueberry
4.9,87,2,Blueberry
4.8,87,2,Blueberry
5,88,1,Blueberry
4.6,90,2,Blueberry
5.6,90,2,Blueberry
5.2,86,5,Blueberry
6,89,5,Blueberry
5.6,88,3,Blueberry
5.8,87,5,Blueberry
6,87,7,Blueberry
5,90,1,Blueberry
5.5,87,4,Blueberry
4.8,86,7,Blueberry
4,87,6,Blueberry
4,86,3,Blueberry
4.5,85,5,Blueberry
5.1,88,6,Blueberry
5.4,86,2,Blueberry
5.6,87,7,Blueberry
4.6,85,6,Blueberry
6,86,1,Blueberry
4.9,85,3,Blueberry
4.7,87,7,Blueberry
5.8,89,5,Blueberry
5.5,89,5,Blueberry
4.7,89,7,Blueberry
4.9,87,4,Blueberry
5.1,86,4,Blueberry
4.4,86,7,Blueberry
5.4,88,3,Blueberry
4.8,89,2,Blueberry
4.6,88,4,Blueberry
4.2,88,4,Blueberry
5.8,89,3,Blueberry
5.1,89,5,Blueberry
4.2,89,4,Blueberry
4.3,88,3,Blueberry
5.3,88,5,Blueberry
4.4,88,4,Blueberry
5.5,90,1,Blueberry
5.6,89,6,Blueberry
5.3,87,3,Blueberry
5.9,88,3,Blueberry
5.8,90,6,Blueberry
5.3,88,5,Blueberry
4.7,87,7,Blueberry
4,88,4,Blueberry
5.7,88,3,Blueberry
6,89,1,Blueberry
5.2,88,4,Blueberry
4.5,86,3,Blueberry
4.4,90,4,Blueberry
4.7,88,3,Blueberry
4.6,87,6,Blueberry
5.3,87,3,Blueberry
4.5,86,4,Blueberry
4.6,87,5,Blueberry
5.5,86,5,Blueberry
6,89,3,Blueberry
5.3,87,5,Blueberry
5.9,85,4,Blueberry
5.9,88,3,Blueberry
5.4,85,1,Blueberry
5.5,89,3,Blueberry
5.1,86,5,Blueberry
4.9,87,4,Blueberry
4.1,88,3,Blueberry
4.3,89,5,Blueberry
5.8,86,4,Blueberry
5.4,90,5,Blueberry
5.1,88,1,Blueberry
4,90,2,Blueberry
5.6,88,6,Blueberry
4.8,85,2,Blueberry
5.9,87,1,Blueberry
5.7,86,4,Blueberry
4.2,86,7,Blueberry
4.2,86,5,Blueberry
5.7,87,6,Blueberry
4.6,87,6,Blueberry
5,86,3,Blueberry
5.9,89,3,Blueberry
5.4,90,3,Blueberry
4.1,89,7,Blueberry
5.2,89,4,Blueberry
5.5,87,4,Blueberry
5.4,87,6,Blueberry
4.4,88,6,Blueberry
5.6,85,2,Blueberry
5,88,6,Blueberry
5.6,87,3,Blueberry
4.7,89,1,Blueberry
4.2,89,3,Blueberry
4.1,88,3,Blueberry
5,90,5,Blueberry
4.6,85,5,Blueberry
4.7,88,1,Blueberry
5.5,86,4,Blueberry
4.9,88,2,Blueberry
4.2,90,3,Blueberry
5.2,89,6,Blueberry
4.4,85,5,Blueberry
4.2,88,3,Blueberry
6,85,5,Blueberry
5,86,6,Blueberry
4.7,86,4,Blueberry
5.6,88,5,Blueberry
4.9,89,2,Blueberry
5.3,85,2,Blueberry
4.9,88,7,Blueberry
4.7,86,6,Blueberry
4.6,90,3,Blueberry
4.3,90,5,Blueberry
4.3,90,2,Blueberry
5.9,86,2,Blueberry
5.4,85,4,Blueberry
4.8,90,4,Blueberry
5.7,88,5,Blueberry
5.1,86,2,Blueberry
4.1,87,7,Blueberry
5.9,89,6,Blueberry
5.2,89,4,Blueberry
4.5,87,5,Blueberry
4.3,87,1,Blueberry
5.4,89,4,Blueberry
4.9,90,3,Blueberry
4.5,88,7,Blueberry
5.3,90,3,Blueberry
5.2,87,4,Blueberry
5,86,1,Blueberry
5.2,89,5,Blueberry
4.6,86,3,Blueberry
4.5,87,5,Blueberry
4.8,86,4,Blueberry
6,89,4,Blueberry
4.4,85,7,Blueberry
4.4,87,4,Blueberry
4.6,89,3,Blueberry
5.5,86,2,Blueberry
4.8,88,5,Blueberry
4.3,87,2,Blueberry
5.7,86,4,Blueberry
4.1,86,2,Blueberry
5.4,87,3,Blueberry
5,88,6,Blueberry
4.2,87,5,Blueberry
5.9,90,2,Blueberry
5.4,88,4,Blueberry
4.6,86,5,Blueberry
5.9,90,7,Blueberry
4.7,90,5,Blueberry
5.8,88,6,Blueberry
5.3,88,2,Blueberry
5.1,88,2,Blueberry
5.2,89,3,Blueberry
4.8,87,3,Blueberry
4.8,87,1,Blueberry
4,88,3,Blueberry
4.2,89,3,Blueberry
5.2,87,5,Blueberry
5.9,85,6,Blueberry
5.1,86,2,Blueberry
5.5,86,3,Blueberry
5,87,6,Blueberry
5.9,88,1,Blueberry
4.8,86,5,Blueberry
5.7,86,2,Blueberry
4.6,88,4,Blueberry
5.4,88,3,Blueberry
4.2,86,2,Blueberry
4.4,86,2,Blueberry
4.1,89,5,Blueberry
5.3,90,6,Blueberry
5,86,2,Blueberry
4.8,88,4,Blueberry
4.5,86,5,Blueberry
5.8,85,7,Blueberry
4.7,89,3,Blueberry
5.1,89,4,Blueberry
5.3,87,4,Blueberry
5.9,87,7,Blueberry
5.9,85,4,Blueberry
4.2,89,5,Blueberry
4.7,86,4,Blueberry
4.7,88,3,Blueberry
4.7,85,2,Blueberry
4.9,88,7,Blueberry
4.6,87,2,Blueberry
5.9,88,3,Blueberry
4.8,89,4,Blueberry
5.7,88,3,Blueberry
4.4,86,1,Blueberry
5.5,87,2,Blueberry
5.1,89,3,Blueberry
4.8,86,6,Blueberry
4.4,85,3,Blueberry
4.8,87,2,Blueberry
4.7,86,1,Blueberry
4.3,90,7,Blueberry
4.5,90,2,Blueberry
4.5,90,5,Blueberry
4.9,88,5,Blueberry
4,86,5,Blueberry
5.8,85,4,Blueberry
4.4,87,2,Blueberry
5.6,87,3,Blueberry
4.6,89,5,Blueberry
5.8,88,5,Blueberry
4.4,88,5,Blueberry
5.3,87,6,Blueberry
5.4,90,6,Blueberry
4.7,88,1,Blueberry
4.3,87,4,Blueberry
4.5,86,5,Blueberry
4.5,89,5,Blueberry
5.2,86,7,Blueberry
5.7,89,2,Blueberry
5,86,2,Blueberry
4.6,85,7,Blueberry
5.2,85,1,Blueberry
5.8,89,7,Blueberry
5.4,89,5,Blueberry
5.3,88,1,Blueberry
4.3,90,4,Blueberry
5.8,87,7,Blueberry
5.7,86,7,Blueberry
4.6,87,6,Blueberry
4.1,89,2,Blueberry
5.8,88,3,Blueberry
5.8,85,3,Blueberry
5.7,89,5,Blueberry
4.9,87,4,Blueberry
4.4,87,1,Blueberry
4.6,89,7,Blueberry
5.6,86,6,Blueberry
5.8,89,4,Blueberry
4.7,90,2,Blueberry
5.9,86,3,Blueberry
4.9,89,5,Blueberry
5.9,89,5,Blueberry
5.8,89,5,Blueberry
4.2,88,2,Blueberry
4.4,90,6,Blueberry
5.7,85,4,Blueberry
4.1,86,4,Blueberry
5.5,86,5,Blueberry
5,89,2,Blueberry
5.9,86,2,Blueberry
5.7,88,5,Blueberry
5.7,87,4,Blueberry
5.5,88,1,Blueberry
5.7,87,5,Blueberry
4.5,86,6,Blueberry
5.5,85,4,Blueberry
4.7,90,6,Blueberry
4.2,89,3,Blueberry
5.5,86,2,Blueberry
4.7,86,3,Blueberry
5.5,86,5,Blueberry
4.8,86,6,Blueberry
4.2,85,2,Blueberry
4.9,90,6,Blueberry
4.5,90,2,Blueberry
5.6,85,5,Blueberry
4.1,86,1,Blueberry
5.1,88,1,Blueberry
5.4,89,4,Blueberry
5.2,90,6,Blueberry
4.6,78,0,Cranberry
4.9,93,1,Cranberry
4.1,94,1,Cranberry
5.2,88,3,Cranberry
5,85,6,Cranberry
4.7,82,6,Cranberry
4.1,93,4,Cranberry
4,95,0,Cranberry
5,85,10,Cranberry
4.5,89,2,Cranberry
4.7,83,6,Cranberry
4.7,96,2,Cranberry
4.2,79,3,Cranberry
4.9,79,6,Cranberry
4.5,77,6,Cranberry
4.1,95,5,Cranberry
5.4,92,5,Cranberry
4.4,91,3,Cranberry
5,80,1,Cranberry
5.2,85,10,Cranberry
5.1,95,1,Cranberry
4.3,76,6,Cranberry
4.1,78,1,Cranberry
5.3,93,3,Cranberry
4.9,94,6,Cranberry
4.9,76,4,Cranberry
5.4,90,9,Cranberry
4.7,94,1,Cranberry
4.6,87,0,Cranberry
5.2,86,6,Cranberry
4.5,84,9,Cranberry
5.3,93,7,Cranberry
5.1,84,7,Cranberry
4.6,85,0,Cranberry
4.1,95,9,Cranberry
4.7,78,8,Cranberry
4.8,96,1,Cranberry
5.2,85,9,Cranberry
4.4,80,2,Cranberry
4.3,94,5,Cranberry
4.6,87,9,Cranberry
4.4,77,8,Cranberry
4.8,82,1,Cranberry
5.1,95,7,Cranberry
4,79,10,Cranberry
4.3,95,8,Cranberry
4.2,97,6,Cranberry
5.1,86,1,Cranberry
4.8,85,9,Cranberry
4.1,97,7,Cranberry
5.2,79,9,Cranberry
5.3,79,8,Cranberry
5.3,97,8,Cranberry
4.4,86,3,Cranberry
4.5,75,8,Cranberry
4.9,97,7,Cranberry
5.1,77,3,Cranberry
4.1,83,6,Cranberry
5,90,1,Cranberry
5,76,8,Cranberry
4.9,97,10,Cranberry
5.3,97,10,Cranberry
4.7,92,1,Cranberry
5.2,79,5,Cranberry
5.4,77,7,Cranberry
5.2,86,6,Cranberry
5.1,82,5,Cranberry
5.2,79,5,Cranberry
5.2,81,8,Cranberry
5.3,95,1,Cranberry
4.1,95,1,Cranberry
5.3,87,4,Cranberry
4.1,90,7,Cranberry
5,98,9,Cranberry
4.2,84,5,Cranberry
5.4,97,8,Cranberry
4.2,96,3,Cranberry
4.5,93,2,Cranberry
5.1,88,3,Cranberry
4.8,98,2,Cranberry
5.5,97,2,Cranberry
4.2,84,3,Cranberry
5.1,94,1,Cranberry
5.2,83,7,Cranberry
4.7,89,7,Cranberry
5.1,95,10,Cranberry
4.9,96,3,Cranberry
4.9,85,9,Cranberry
4.5,79,7,Cranberry
4.5,93,6,Cranberry
5.4,90,8,Cranberry
4.5,90,1,Cranberry
4.8,93,10,Cranberry
4.7,84,5,Cranberry
4.2,89,1,Cranberry
4.1,96,3,Cranberry
5,82,4,Cranberry
5.2,89,3,Cranberry
4.3,95,6,Cranberry
5.1,82,6,Cranberry
4.4,92,6,Cranberry
4.8,88,6,Cranberry
4.4,94,6,Cranberry
4.9,82,9,Cranberry
4.3,90,2,Cranberry
4.8,84,4,Cranberry
4.1,86,8,Cranberry
4.3,88,5,Cranberry
5.5,82,3,Cranberry
4.5,94,2,Cranberry
5.4,79,10,Cranberry
5.2,91,6,Cranberry
4.4,82,4,Cranberry
4.1,77,3,Cranberry
4.6,88,0,Cranberry
5.1,88,3,Cranberry
5.3,88,4,Cranberry
5.4,88,1,Cranberry
4.5,87,8,Cranberry
4.4,84,4,Cranberry
4.3,79,2,Cranberry
4.1,76,7,Cranberry
4.4,77,6,Cranberry
4.1,94,1,Cranberry
4.4,90,0,Cranberry
4.9,88,9,Cranberry
4.3,95,9,Cranberry
5.3,86,4,Cranberry
4.8,92,6,Cranberry
4.3,90,4,Cranberry
4.6,96,8,Cranberry
5.5,79,2,Cranberry
5.4,81,5,Cranberry
4.8,80,2,Cranberry
4.2,89,8,Cranberry
5.1,81,3,Cranberry
4.4,95,10,Cranberry
4.8,92,4,Cranberry
5.4,78,9,Cranberry
5,88,4,Cranberry
5.1,83,7,Cranberry
4.3,93,4,Cranberry
5.2,83,3,Cranberry
5.4,84,7,Cranberry
4.4,81,4,Cranberry
4.5,84,7,Cranberry
5.1,97,5,Cranberry
4.2,84,2,Cranberry
4,89,7,Cranberry
4.4,77,4,Cranberry
4.9,90,1,Cranberry
4.7,87,3,Cranberry
4.1,96,9,Cranberry
4.5,87,9,Cranberry
4.9,93,10,Cranberry
5,88,0,Cranberry
5.1,93,2,Cranberry
4.4,81,4,Cranberry
5,88,7,Cranberry
4.4,85,6,Cranberry
4.1,80,5,Cranberry
4.4,75,7,Cranberry
5.1,79,5,Cranberry
4.6,83,2,Cranberry
5.1,84,8,Cranberry
5.5,81,6,Cranberry
4.4,97,0,Cranberry
5.1,96,0,Cranberry
4.9,82,10,Cranberry
5.2,88,2,Cranberry
5.3,76,6,Cranberry
5.1,78,4,Cranberry
