Id,SoilPh,RelativeHumidity,SoilTemperature,Vegetable
907,5.6,96,17,Carrot
908,6,96,21,Carrot
909,6.4,98,17,Carrot
910,6.4,97,18,Carrot
911,5.8,97,19,Carrot
912,6.6,96,21,Carrot
913,5.9,95,23,Carrot
914,5.8,96,20,Carrot
915,6,96,18,Carrot
916,6,96,14,Carrot
917,6,95,22,Carrot
918,6.5,97,14,Carrot
919,5.9,97,17,Carrot
920,5.6,96,20,Carrot
921,6.9,95,15,Carrot
922,6.5,97,21,Carrot
923,6.4,96,17,Carrot
924,5.6,96,21,Carrot
925,6.5,96,14,Carrot
926,5.9,97,23,Carrot
927,6.5,97,15,Carrot
928,6.2,96,19,Carrot
929,5.7,98,22,Carrot
930,5.7,96,22,Carrot
931,5.6,96,21,Carrot
932,5.5,96,20,Carrot
933,5.7,96,14,Carrot
934,6.7,97,23,Carrot
935,6.5,97,20,Carrot
936,6,97,21,Carrot
937,6.1,98,14,Carrot
938,6.3,97,20,Carrot
939,6.7,97,16,Carrot
940,6.5,97,20,Carrot
941,6.7,98,13,Carrot
942,6.6,98,14,Carrot
943,5.7,98,16,Carrot
944,6.1,97,16,Carrot
945,5.7,97,20,Carrot
946,5.9,96,18,Carrot
947,5.8,96,18,Carrot
948,6.2,95,17,Carrot
949,6.6,98,20,Carrot
950,5.7,97,15,Carrot
951,6.9,96,23,Carrot
952,5.8,96,22,Carrot
953,6.4,96,17,Carrot
954,6.8,97,24,Carrot
955,6.9,98,16,Carrot
956,6.4,96,19,Carrot
957,5.8,95,15,Carrot
958,6.2,97,21,Carrot
959,6.2,95,15,Carrot
960,6.5,98,22,Carrot
961,7,97,16,Carrot
962,5.7,98,14,Carrot
963,6.3,97,16,Carrot
964,6.4,98,18,Carrot
965,5.6,97,14,Carrot
966,6.5,96,15,Carrot
967,6.2,96,23,Carrot
968,5.5,97,18,Carrot
969,5.6,98,16,Carrot
970,5.8,97,20,Carrot
971,5.9,98,15,Carrot
972,5.8,95,24,Carrot
973,6.8,97,18,Carrot
974,6.2,95,20,Carrot
975,6.7,98,17,Carrot
976,6.2,97,22,Carrot
977,6.5,96,18,Carrot
978,6.9,97,17,Carrot
979,6.3,95,24,Carrot
980,6,96,18,Carrot
981,6.3,96,20,Carrot
982,7,96,20,Carrot
983,6.9,96,19,Carrot
984,5.9,96,19,Carrot
985,6.6,96,22,Carrot
986,6.7,98,18,Carrot
987,5.8,96,20,Carrot
988,5.9,96,15,Carrot
989,6.7,96,15,Carrot
990,5.6,98,22,Carrot
991,6.6,96,14,Carrot
992,6.5,95,24,Carrot
993,5.7,95,16,Carrot
994,6.3,98,14,Carrot
995,6.3,97,23,Carrot
996,6.5,96,15,Carrot
997,6,95,20,Carrot
998,6.3,97,21,Carrot
999,6.7,98,20,Carrot
1000,6.2,96,23,Carrot
1001,7.4,89,16,Cauliflower
1002,7.1,88,17,Cauliflower
1003,7,88,18,Cauliflower
1004,7.4,88,17,Cauliflower
1005,5.5,89,17,Cauliflower
1006,6.9,88,17,Cauliflower
1007,7,89,17,Cauliflower
1008,6.2,89,17,Cauliflower
1009,5.8,88,18,Cauliflower
1010,6,88,18,Cauliflower
1011,6,89,18,Cauliflower
1012,7,89,17,Cauliflower
1013,6.6,89,18,Cauliflower
1014,5.8,89,16,Cauliflower
1015,7.1,88,16,Cauliflower
1016,6.2,89,17,Cauliflower
1017,6.3,89,16,Cauliflower
1018,6.1,89,18,Cauliflower
1019,7.4,88,17,Cauliflower
1020,5.9,88,16,Cauliflower
1021,5.7,89,18,Cauliflower
1022,6.3,88,16,Cauliflower
1023,6.6,88,17,Cauliflower
1024,7,89,17,Cauliflower
1025,6.5,89,18,Cauliflower
1026,6.4,88,17,Cauliflower
1027,6.6,88,17,Cauliflower
1028,5.9,89,18,Cauliflower
1029,6.6,89,16,Cauliflower
1030,7.2,88,18,Cauliflower
1031,6,89,17,Cauliflower
1032,5.9,89,16,Cauliflower
1033,6.6,89,18,Cauliflower
1034,7.3,88,16,Cauliflower
1035,5.8,89,18,Cauliflower
1036,6,88,17,Cauliflower
1037,7.1,89,17,Cauliflower
1038,5.8,89,17,Cauliflower
1039,6.5,89,17,Cauliflower
1040,7,88,18,Cauliflower
1041,6.7,88,16,Cauliflower
1042,6.2,88,18,Cauliflower
1043,7.2,89,16,Cauliflower
1044,7.1,88,16,Cauliflower
1045,6.2,88,18,Cauliflower
1046,7.3,89,18,Cauliflower
1047,6.2,88,17,Cauliflower
1048,5.7,88,18,Cauliflower
1049,7.3,89,17,Cauliflower
1050,5.6,88,17,Cauliflower
1051,6.2,88,18,Cauliflower
1052,7.1,88,17,Cauliflower
1053,5.7,89,18,Cauliflower
1054,7.1,89,18,Cauliflower
1055,7.4,88,16,Cauliflower
1056,7.3,89,16,Cauliflower
1057,5.5,88,17,Cauliflower
1058,6.3,89,18,Cauliflower
1059,6.8,88,16,Cauliflower
1060,7.4,89,17,Cauliflower
1061,6,89,17,Cauliflower
1062,7.3,89,17,Cauliflower
1063,6.2,89,16,Cauliflower
1064,6.5,88,17,Cauliflower
1065,7.5,89,16,Cauliflower
1066,5.5,89,18,Cauliflower
1067,7.4,88,17,Cauliflower
1068,5.6,88,17,Cauliflower
1069,5.7,88,17,Cauliflower
1070,6.1,89,17,Cauliflower
1071,6.8,88,17,Cauliflower
1072,7,88,17,Cauliflower
1073,6.7,88,17,Cauliflower
1074,6.7,89,16,Cauliflower
1075,5.9,89,16,Cauliflower
1076,6.2,88,17,Cauliflower
1077,6.7,88,18,Cauliflower
1078,6,88,17,Cauliflower
1079,7.5,89,17,Cauliflower
1080,5.5,88,17,Cauliflower
1081,7.4,89,16,Cauliflower
1082,7,88,17,Cauliflower
1083,6.4,89,17,Cauliflower
1084,5.5,89,16,Cauliflower
1085,6.8,88,16,Cauliflower
1086,6,89,17,Cauliflower
1087,6.1,88,17,Cauliflower
1088,6.9,89,17,Cauliflower
1089,6.4,89,18,Cauliflower
1090,7.4,88,17,Cauliflower
1091,7.4,89,18,Cauliflower
1092,6.8,89,17,Cauliflower
1093,5.8,89,16,Cauliflower
1094,6.2,88,18,Cauliflower
1095,5.7,88,17,Cauliflower
1096,6.5,88,18,Cauliflower
1097,7,89,17,Cauliflower
1098,7.4,88,18,Cauliflower
1099,6.4,89,17,Cauliflower
1100,6.2,89,18,Cauliflower
1101,7,89,18,Cauliflower
1102,6.9,88,17,Cauliflower
1103,5.7,89,17,Cauliflower
1104,5.8,88,18,Cauliflower
1105,7,88,17,Cauliflower
1106,5.9,88,17,Cauliflower
1107,7,89,17,Cauliflower
1108,7.4,89,18,Cauliflower
1109,6.6,88,17,Cauliflower
1110,6.2,88,16,Cauliflower
1111,7.1,89,17,Cauliflower
1112,6.3,89,17,Cauliflower
1113,6.6,88,17,Cauliflower
1114,6.9,88,18,Cauliflower
1115,6.6,89,17,Cauliflower
1116,5.7,89,17,Cauliflower
1117,6.5,88,17,Cauliflower
1118,6.5,88,18,Cauliflower
1119,5.9,88,16,Cauliflower
1120,6.6,88,16,Cauliflower
1121,7.2,89,18,Cauliflower
1122,7.1,88,17,Cauliflower
1123,6.2,89,18,Cauliflower
1124,6.3,89,18,Cauliflower
1125,6.9,88,18,Cauliflower
1126,7.2,89,17,Cauliflower
1127,6.9,89,17,Cauliflower
1128,6.7,89,18,Cauliflower
1129,6.4,88,18,Cauliflower
1130,6.2,89,18,Cauliflower
1131,6,89,18,Cauliflower
1132,6.8,88,18,Cauliflower
1133,5.6,89,16,Cauliflower
1134,5.8,88,17,Cauliflower
1135,5.5,88,17,Cauliflower
1136,5.7,88,18,Cauliflower
1137,7.3,89,17,Cauliflower
1138,7.1,88,17,Cauliflower
1139,5.9,88,16,Cauliflower
1140,7.2,88,18,Cauliflower
1141,7.4,88,16,Cauliflower
1142,5.7,89,16,Cauliflower
1143,7.3,89,18,Cauliflower
1144,7,88,17,Cauliflower
1145,6.5,89,16,Cauliflower
1146,5.5,88,18,Cauliflower
1147,6.6,89,16,Cauliflower
1148,7.4,89,17,Cauliflower
1149,6.6,89,16,Cauliflower
1150,6.5,89,18,Cauliflower
1151,7.4,89,17,Cauliflower
1152,6.3,88,18,Cauliflower
1153,6.4,88,17,Cauliflower
1154,7.2,88,18,Cauliflower
1155,6.3,88,17,Cauliflower
1156,6.3,89,17,Cauliflower
1157,6.1,89,18,Cauliflower
1158,6.1,89,18,Cauliflower
1159,6.5,89,18,Cauliflower
1160,6,89,17,Cauliflower
1161,6.2,88,18,Cauliflower
1162,6.5,88,18,Cauliflower
1163,7.1,89,17,Cauliflower
1164,7.1,88,16,Cauliflower
1165,6.9,89,18,Cauliflower
1166,6.6,88,17,Cauliflower
1167,7.3,88,16,Cauliflower
1168,6.7,89,17,Cauliflower
1169,6.8,88,17,Cauliflower
1170,6.1,88,16,Cauliflower
1171,7.4,88,17,Cauliflower
1172,6.4,88,17,Cauliflower
1173,6.3,88,18,Cauliflower
1174,7,89,17,Cauliflower
1175,7.4,89,17,Cauliflower
1176,6.7,88,17,Cauliflower
1177,6.4,88,18,Cauliflower
1178,7.1,89,18,Cauliflower
1179,6.8,88,16,Cauliflower
1180,6.7,88,17,Cauliflower
1181,6.1,89,16,Cauliflower
1182,5.8,89,18,Cauliflower
1183,6.3,88,18,Cauliflower
1184,6.2,88,18,Cauliflower
1185,6.2,89,17,Cauliflower
1186,6,88,18,Cauliflower
1187,6.1,89,17,Cauliflower
1188,5.8,89,17,Cauliflower
1189,5.8,88,17,Cauliflower
1190,5.7,89,16,Cauliflower
1191,6.1,88,18,Cauliflower
1192,5.9,88,18,Cauliflower
1193,6,89,17,Cauliflower
1194,6,88,16,Cauliflower
1195,6.3,89,16,Cauliflower
1196,5.5,88,17,Cauliflower
1197,6.9,89,18,Cauliflower
1198,6.1,89,17,Cauliflower
1199,7.2,89,18,Cauliflower
1200,7.2,89,16,Cauliflower
1201,6.1,88,17,Cauliflower
1202,6.2,88,17,Cauliflower
1203,7.3,88,17,Cauliflower
1204,6.9,89,18,Cauliflower
1205,5.8,89,17,Cauliflower
1206,5.6,88,16,Cauliflower
1207,5.8,89,18,Cauliflower
1208,5.6,88,18,Cauliflower
1209,5.6,89,16,Cauliflower
1210,6.6,89,17,Cauliflower
1211,6.4,88,18,Cauliflower
1212,6.8,88,17,Cauliflower
1213,5.7,89,17,Cauliflower
1214,6.9,89,16,Cauliflower
1215,7.1,88,17,Cauliflower
1216,6.7,89,17,Cauliflower
1217,5.7,88,18,Cauliflower
1218,6.8,89,18,Cauliflower
1219,5.5,89,17,Cauliflower
1220,6,88,18,Cauliflower
1221,7.5,88,16,Cauliflower
1222,6.9,88,17,Cauliflower
1223,5.7,88,18,Cauliflower
1224,6.3,88,18,Cauliflower
1225,5.8,89,17,Cauliflower
1226,6.3,88,18,Cauliflower
1227,5.8,89,18,Cauliflower
1228,7.2,89,18,Cauliflower
1229,6.5,89,17,Cauliflower
1230,6.7,88,16,Cauliflower
1231,7.5,89,16,Cauliflower
1232,6.7,88,16,Cauliflower
1233,7.4,89,17,Cauliflower
1234,6.3,88,18,Cauliflower
1235,6.1,88,17,Cauliflower
1236,6.5,89,18,Cauliflower
1237,6.5,88,18,Cauliflower
1238,6,89,17,Cauliflower
1239,6.9,89,17,Cauliflower
1240,5.7,88,18,Cauliflower
1241,6.8,89,18,Cauliflower
1242,6.9,88,17,Cauliflower
1243,7.1,88,16,Cauliflower
1244,6.6,88,17,Cauliflower
1245,7.4,88,18,Cauliflower
1246,6.3,88,17,Cauliflower
1247,5.5,89,18,Cauliflower
1248,6,89,17,Cauliflower
1249,6.5,89,18,Cauliflower
1250,7.2,88,18,Cauliflower
1251,7.3,88,16,Cauliflower
1252,6.1,89,17,Cauliflower
1253,6.7,89,16,Cauliflower
1254,6.8,88,18,Cauliflower
1255,6.8,88,17,Cauliflower
1256,5.7,88,17,Cauliflower
1257,5.7,89,17,Cauliflower
1258,5.9,88,17,Cauliflower
1259,6.1,89,17,Cauliflower
1260,6.6,88,18,Cauliflower
1261,6.1,89,18,Cauliflower
1262,6.8,88,17,Cauliflower
1263,6.4,88,18,Cauliflower
1264,5.8,88,17,Cauliflower
1265,5.5,88,17,Cauliflower
1266,6.1,89,16,Cauliflower
1267,6.8,88,17,Cauliflower
1268,6.3,88,16,Cauliflower
1269,5.8,89,18,Cauliflower
1270,5.6,89,17,Cauliflower
1271,5.5,89,17,Cauliflower
1272,6.9,88,17,Cauliflower
1273,6.3,89,17,Cauliflower
1274,6.5,89,17,Cauliflower
1275,5.6,89,17,Cauliflower
1276,6.4,88,17,Cauliflower
1277,5.6,89,17,Cauliflower
1278,6.5,89,16,Cauliflower
1279,7.5,88,17,Cauliflower
1280,6.8,89,18,Cauliflower
1281,5.7,89,17,Cauliflower
1282,6.1,89,17,Cauliflower
1283,6,89,17,Cauliflower
1284,6,88,16,Cauliflower
1285,6.7,88,18,Cauliflower
1286,7.1,88,16,Cauliflower
1287,5.9,89,16,Cauliflower
1288,7,88,17,Cauliflower
1289,6.6,89,17,Cauliflower
1290,6.2,88,17,Cauliflower
1291,5.6,89,17,Cauliflower
1292,5.6,89,17,Cauliflower
1293,5.7,89,17,Cauliflower
1294,6.1,88,17,Cauliflower
1295,6.7,88,17,Cauliflower
1296,6.5,88,16,Cauliflower
1297,6.8,88,17,Cauliflower
1298,7,89,17,Cauliflower
1299,6.4,89,17,Cauliflower
1300,5.6,88,17,Cauliflower
1301,6.6,89,17,Cauliflower
1302,7,88,17,Cauliflower
1303,7.4,89,18,Cauliflower
1304,6.4,89,17,Cauliflower
1305,7.3,89,18,Cauliflower
1306,7.4,88,18,Cauliflower
1307,5.6,89,17,Cauliflower
1308,5.8,89,17,Cauliflower
1309,7,88,16,Cauliflower
1310,6.6,88,17,Cauliflower
1311,6.4,89,17,Cauliflower
1312,6.2,89,17,Cauliflower
1313,6.9,89,18,Cauliflower
1314,6.3,88,16,Cauliflower
1315,5.8,89,17,Cauliflower
1316,7.3,89,17,Cauliflower
1317,6.9,89,17,Cauliflower
1318,7.3,89,17,Cauliflower
1319,6.6,88,16,Cauliflower
1320,6.6,88,18,Cauliflower
1321,6,89,16,Cauliflower
1322,7.2,88,17,Cauliflower
1323,6.1,88,16,Cauliflower
1324,6.8,88,17,Cauliflower
1325,5.9,88,17,Cauliflower
1326,7,88,17,Cauliflower
1327,6.4,89,17,Cauliflower
1328,6.4,89,17,Cauliflower
1329,5.6,89,17,Cauliflower
1330,6.8,89,17,Cauliflower
1331,5.7,89,17,Cauliflower
1332,7.1,88,17,Cauliflower
1333,5.9,88,17,Cauliflower
1334,6.6,89,18,Cauliflower
1335,5.5,89,16,Cauliflower
1336,6.2,89,17,Cauliflower
1337,5.5,88,16,Cauliflower
1338,6.5,88,16,Cauliflower
1339,7,89,18,Cauliflower
1340,6.6,89,16,Cauliflower
1341,7.2,88,18,Cauliflower
1342,7.3,88,17,Cauliflower
1343,5.5,88,16,Cauliflower
1344,5.5,88,16,Cauliflower
1345,6.2,89,17,Cauliflower
1346,5.8,88,17,Cauliflower
1347,7.4,88,17,Cauliflower
1348,7,88,17,Cauliflower
1349,7,89,16,Cauliflower
1350,7.2,88,16,Cauliflower
1351,6.7,89,17,Cauliflower
1352,7.3,89,18,Cauliflower
1353,7.5,89,17,Cauliflower
1354,6.6,88,16,Cauliflower
1355,6.5,89,16,Cauliflower
1356,5.6,88,16,Cauliflower
1357,6,89,16,Cauliflower
1358,6.2,89,18,Cauliflower
1359,7.2,89,16,Cauliflower
1360,7.5,88,16,Cauliflower
1361,6.2,89,17,Cauliflower
1362,6.7,88,16,Cauliflower
1363,7.2,88,16,Cauliflower
1364,5.7,89,16,Cauliflower
1365,6.8,88,16,Cauliflower
1366,6.2,89,18,Cauliflower
1367,6.4,88,17,Cauliflower
1368,6.7,88,17,Cauliflower
1369,7.2,89,17,Cauliflower
1370,7.5,88,17,Cauliflower
1371,5.9,89,16,Cauliflower
1372,5.8,89,18,Cauliflower
1373,6.2,88,17,Cauliflower
1374,7.1,88,16,Cauliflower
1375,7,89,17,Cauliflower
1376,7.4,89,18,Cauliflower
1377,5.7,89,17,Cauliflower
1378,5.7,89,16,Cauliflower
1379,5.8,89,18,Cauliflower
1380,6.2,88,17,Cauliflower
1381,6.8,88,17,Cauliflower
1382,5.9,88,16,Cauliflower
1383,6.7,88,18,Cauliflower
1384,6.2,88,18,Cauliflower
1385,7.4,88,18,Cauliflower
1386,6.8,88,18,Cauliflower
1387,5.9,89,16,Cauliflower
1388,5.5,88,16,Cauliflower
1389,6,89,18,Cauliflower
1390,7.4,88,18,Cauliflower
1391,7.2,89,17,Cauliflower
1392,5.9,88,16,Cauliflower
1393,5.8,89,18,Cauliflower
1394,6.9,88,17,Cauliflower
1395,6.2,88,17,Cauliflower
1396,7.4,89,17,Cauliflower
1397,6.8,88,17,Cauliflower
1398,5.9,89,17,Cauliflower
1399,7.3,88,17,Cauliflower
1400,6.4,89,16,Cauliflower
1401,6.3,89,16,Cauliflower
1402,6.1,89,17,Cauliflower
1403,5.9,89,17,Cauliflower
1404,6.3,89,17,Cauliflower
1405,5.8,89,17,Cauliflower
1406,5.8,89,18,Cauliflower
1407,7,89,18,Cauliflower
1408,7,89,17,Cauliflower
1409,6,88,16,Cauliflower
1410,6.6,88,17,Cauliflower
1411,6.4,89,17,Cauliflower
1412,6.7,89,17,Cauliflower
1413,5.9,88,16,Cauliflower
1414,6.6,88,17,Cauliflower
1415,6.9,89,17,Cauliflower
1416,6.6,89,18,Cauliflower
1417,6.1,89,18,Cauliflower
1418,6.9,89,17,Cauliflower
1419,6.8,88,17,Cauliflower
1420,5.6,89,17,Cauliflower
1421,5.8,88,17,Cauliflower
1422,7,89,18,Cauliflower
1423,5.5,88,17,Cauliflower
1424,7.1,88,18,Cauliflower
1425,6.6,89,16,Cauliflower
1426,7.1,89,18,Cauliflower
1427,6,89,16,Cauliflower
1428,6.7,89,17,Cauliflower
1429,5.6,89,17,Cauliflower
1430,6.2,88,17,Cauliflower
1431,7.1,89,16,Cauliflower
1432,7.4,89,17,Cauliflower
1433,5.9,88,17,Cauliflower
1434,6.4,89,17,Cauliflower
1435,6.7,89,17,Cauliflower
1436,5.9,89,18,Cauliflower
1437,7.1,88,17,Cauliflower
1438,5.8,88,16,Cauliflower
1439,6.9,89,17,Cauliflower
1440,5.9,89,17,Cauliflower
1441,6,89,17,Cauliflower
1442,6.5,89,18,Cauliflower
1443,6.4,89,17,Cauliflower
1444,6.1,88,17,Cauliflower
1445,7.4,88,17,Cauliflower
1446,7.5,89,18,Cauliflower
1447,6.5,89,18,Cauliflower
1448,7.2,88,17,Cauliflower
1449,6.1,88,17,Cauliflower
1450,6.8,88,17,Cauliflower
1451,5.6,88,18,Cauliflower
1452,5.7,88,16,Cauliflower
1453,6.5,89,18,Cauliflower
1454,6.9,89,18,Cauliflower
1455,6.2,88,17,Cauliflower
1456,7.4,88,16,Cauliflower
1457,6.6,88,17,Cauliflower
1458,6.9,89,18,Cauliflower
1459,6.7,89,17,Cauliflower
1460,7.3,89,16,Cauliflower
1461,5.6,88,17,Cauliflower
1462,5.7,88,17,Cauliflower
1463,6.2,89,17,Cauliflower
1464,6.2,89,17,Cauliflower
1465,6.5,88,17,Cauliflower
1466,5.6,88,16,Cauliflower
1467,6.6,88,17,Cauliflower
1468,6.4,88,17,Cauliflower
1469,6.1,89,17,Cauliflower
1470,7.3,89,17,Cauliflower
1471,6.7,88,17,Cauliflower
1472,7.3,88,18,Cauliflower
1473,6.6,89,17,Cauliflower
1474,5.6,89,16,Cauliflower
1475,7.4,89,18,Cauliflower
1476,7.4,89,16,Cauliflower
1477,5.6,89,18,Cauliflower
1478,5.5,88,17,Cauliflower
1479,6.3,89,17,Cauliflower
1480,7,88,18,Cauliflower
1481,7.5,89,18,Cauliflower
1482,7.4,89,16,Cauliflower
1483,5.5,89,18,Cauliflower
1484,6.5,89,17,Cauliflower
1485,6.4,89,17,Cauliflower
1486,6.9,88,16,Cauliflower
1487,6,89,17,Cauliflower
1488,6.3,89,16,Cauliflower
1489,6.8,89,17,Cauliflower
1490,5.8,89,17,Cauliflower
1491,7.1,88,17,Cauliflower
1492,6.9,89,17,Cauliflower
1493,7.4,88,17,Cauliflower
1494,6.1,89,17,Cauliflower
1495,7.3,88,17,Cauliflower
1496,7.1,89,17,Cauliflower
1497,5.5,89,18,Cauliflower
1498,7.4,88,17,Cauliflower
1499,6.1,89,17,Cauliflower
1500,6.1,89,16,Cauliflower
1501,6.1,62,21,Cucumber
1502,7,63,22,Cucumber
1503,6.2,65,22,Cucumber
1504,6,64,20,Cucumber
1505,6.5,69,19,Cucumber
1506,5.8,70,21,Cucumber
1507,6.8,64,19,Cucumber
1508,5.8,66,20,Cucumber
1509,6.6,61,18,Cucumber
1510,6,65,22,Cucumber
1511,6.6,67,18,Cucumber
1512,6.5,64,21,Cucumber
1513,5.7,65,21,Cucumber
1514,5.6,68,21,Cucumber
1515,6.7,61,24,Cucumber
1516,6.4,60,24,Cucumber
1517,6,64,20,Cucumber
1518,5.8,62,24,Cucumber
1519,5.8,69,24,Cucumber
1520,6.4,65,23,Cucumber
1521,6.1,63,18,Cucumber
1522,6.2,63,20,Cucumber
1523,7,62,22,Cucumber
1524,6.8,68,22,Cucumber
1525,6.5,64,23,Cucumber
1526,6.4,66,23,Cucumber
1527,5.6,62,24,Cucumber
1528,6.7,70,21,Cucumber
1529,7,60,23,Cucumber
1530,6.7,62,18,Cucumber
1531,6,65,22,Cucumber
1532,5.6,67,18,Cucumber
1533,6.5,69,21,Cucumber
1534,6.6,63,22,Cucumber
1535,6.6,68,20,Cucumber
1536,6.5,68,21,Cucumber
1537,5.6,63,19,Cucumber
1538,7,65,22,Cucumber
1539,6.4,61,23,Cucumber
1540,6.2,60,20,Cucumber
1541,6.3,70,24,Cucumber
1542,6.8,60,21,Cucumber
1543,6.4,69,21,Cucumber
1544,6.3,63,22,Cucumber
1545,5.7,63,21,Cucumber
1546,6,68,23,Cucumber
1547,7,64,19,Cucumber
1548,6.2,60,23,Cucumber
1549,6.2,67,23,Cucumber
1550,6.8,63,20,Cucumber
1551,5.9,68,23,Cucumber
1552,6.2,65,22,Cucumber
1553,5.7,66,21,Cucumber
1554,6.3,68,23,Cucumber
1555,6.9,68,20,Cucumber
1556,6.2,68,20,Cucumber
1557,5.8,62,20,Cucumber
1558,5.8,69,22,Cucumber
1559,6.1,61,24,Cucumber
1560,6.4,67,20,Cucumber
1561,6.4,61,19,Cucumber
1562,5.8,66,20,Cucumber
1563,5.6,69,19,Cucumber
1564,5.9,64,22,Cucumber
1565,5.8,66,24,Cucumber
1566,5.6,69,18,Cucumber
1567,6.8,70,24,Cucumber
1568,6.6,62,19,Cucumber
1569,5.8,68,22,Cucumber
1570,6.5,70,21,Cucumber
1571,6.6,61,23,Cucumber
1572,6.4,64,19,Cucumber
1573,6.9,68,21,Cucumber
1574,5.7,67,18,Cucumber
1575,6.1,67,18,Cucumber
1576,6.2,65,18,Cucumber
1577,6.3,69,21,Cucumber
1578,5.8,68,24,Cucumber
1579,6.5,60,21,Cucumber
1580,6.5,67,22,Cucumber
1581,5.7,67,20,Cucumber
1582,5.7,64,23,Cucumber
1583,6.5,62,20,Cucumber
1584,6.3,66,20,Cucumber
1585,6.2,69,23,Cucumber
1586,6.1,60,21,Cucumber
1587,6.3,66,21,Cucumber
1588,6.8,62,22,Cucumber
1589,6,63,23,Cucumber
1590,6.9,61,23,Cucumber
1591,6.3,62,20,Cucumber
1592,6.2,69,23,Cucumber
1593,6.6,61,21,Cucumber
1594,5.6,64,22,Cucumber
1595,5.5,63,23,Cucumber
1596,5.8,65,20,Cucumber
1597,6.1,62,18,Cucumber
1598,5.8,60,18,Cucumber
1599,6.8,64,22,Cucumber
1600,6.4,64,19,Cucumber
1601,6.5,67,19,Cucumber
1602,6.9,65,24,Cucumber
1603,6.2,62,22,Cucumber
1604,5.7,61,24,Cucumber
1605,5.6,63,23,Cucumber
1606,5.5,63,24,Cucumber
1607,5.7,67,22,Cucumber
1608,6.5,61,23,Cucumber
1609,6,66,19,Cucumber
1610,6.4,65,23,Cucumber
1611,6.9,61,23,Cucumber
1612,6,63,22,Cucumber
1613,7,64,19,Cucumber
1614,5.5,69,24,Cucumber
1615,6.3,70,22,Cucumber
1616,5.7,60,22,Cucumber
1617,6,69,24,Cucumber
1618,5.9,70,22,Cucumber
1619,6.5,68,18,Cucumber
1620,5.8,68,19,Cucumber
1621,6.8,61,22,Cucumber
1622,5.7,63,18,Cucumber
1623,6.3,61,20,Cucumber
1624,5.9,68,19,Cucumber
1625,6.8,68,18,Cucumber
1626,6.4,60,24,Cucumber
1627,6,69,19,Cucumber
1628,6.2,60,22,Cucumber
1629,6.9,60,20,Cucumber
1630,6.4,64,20,Cucumber
1631,6.7,61,19,Cucumber
1632,6.2,66,23,Cucumber
1633,6.5,61,24,Cucumber
1634,6.5,70,20,Cucumber
1635,5.6,68,23,Cucumber
1636,6.8,67,21,Cucumber
1637,5.7,60,21,Cucumber
1638,5.9,64,19,Cucumber
1639,6.2,64,19,Cucumber
1640,5.5,62,23,Cucumber
1641,6.7,62,19,Cucumber
1642,5.6,68,21,Cucumber
1643,6.7,66,20,Cucumber
1644,7,62,21,Cucumber
1645,6.2,65,22,Cucumber
1646,6.1,68,18,Cucumber
1647,5.8,69,21,Cucumber
1648,6.4,68,19,Cucumber
1649,6.4,66,22,Cucumber
1650,6,68,22,Cucumber
1651,6.1,66,21,Cucumber
1652,6.3,65,21,Cucumber
1653,6.1,67,21,Cucumber
1654,6.9,62,19,Cucumber
1655,7,62,22,Cucumber
1656,6.3,63,24,Cucumber
1657,5.5,63,20,Cucumber
1658,6.7,66,23,Cucumber
1659,5.8,69,19,Cucumber
1660,6.5,62,24,Cucumber
1661,5.9,64,20,Cucumber
1662,6.8,66,18,Cucumber
1663,6.3,61,23,Cucumber
1664,6.4,67,20,Cucumber
1665,6.5,66,20,Cucumber
1666,6.8,63,22,Cucumber
1667,6.4,62,21,Cucumber
1668,5.9,66,21,Cucumber
1669,6.2,65,19,Cucumber
1670,6.8,61,22,Cucumber
1671,6.1,66,20,Cucumber
1672,6.3,65,24,Cucumber
1673,6.8,63,23,Cucumber
1674,6.8,62,21,Cucumber
1675,6.8,60,23,Cucumber
1676,5.6,64,19,Cucumber
1677,6.1,61,23,Cucumber
1678,6.5,63,21,Cucumber
1679,5.7,61,21,Cucumber
1680,5.5,67,22,Cucumber
1681,5.8,67,22,Cucumber
1682,6,69,24,Cucumber
1683,6.5,68,19,Cucumber
1684,5.6,64,18,Cucumber
1685,6.4,60,19,Cucumber
1686,6.4,61,23,Cucumber
1687,6.3,64,24,Cucumber
1688,5.9,60,20,Cucumber
1689,6.9,62,21,Cucumber
1690,6,66,20,Cucumber
1691,6.9,68,21,Cucumber
1692,6.1,69,21,Cucumber
1693,5.9,69,20,Cucumber
1694,6.9,62,23,Cucumber
1695,5.5,62,23,Cucumber
1696,6.9,65,20,Cucumber
1697,6.2,61,22,Cucumber
1698,6.7,68,24,Cucumber
1699,6.5,61,18,Cucumber
1700,6.6,60,22,Cucumber
1701,6.4,62,22,Cucumber
1702,5.5,61,20,Cucumber
1703,6.4,61,20,Cucumber
1704,5.9,67,20,Cucumber
1705,6.6,69,19,Cucumber
1706,6.6,64,22,Cucumber
1707,6,65,18,Cucumber
1708,6.7,68,19,Cucumber
1709,5.9,65,23,Cucumber
1710,6.2,68,18,Cucumber
1711,5.6,62,19,Cucumber
1712,5.9,63,19,Cucumber
1713,6.7,64,24,Cucumber
1714,6.8,64,18,Cucumber
1715,6.1,69,21,Cucumber
1716,6,67,23,Cucumber
1717,6.2,64,21,Cucumber
1718,5.5,64,19,Cucumber
1719,6,60,23,Cucumber
